Transcript ID	Locus ID	Entrez Arabidopsis ID	Col_Shoot_baseMeanB_GC	Col_Shoot_baseMeanA_FL	Col_Shoot_log2FoldChange	Col_Shoot_pval	Col_Shoot_padj	Symbol
AT3G20810.2	AT3G20810	821629	228.8195837	367.5308532	-0.683654834	0.037336325	1	jmjC
AT3G20810.3	AT3G20810	821629	225.7751471	361.4104932	-0.678751708	0.038725588	1	jmjC
AT3G21240.1	AT3G21240	821678	224.2267833	131.9453049	0.7650186	0.029976653	1	4CL2
AT3G21330.1	AT3G21330	821687	30.65923292	15.59160983	0.975551708	0.010504246	0.871237412	bHLH
AT3G21560.1	AT3G21560	821710	646.2726636	420.3529199	0.620541875	0.016645259	1	UGT84A2
AT3G22240.1	AT3G22240	821794	72.01122898	17.60091393	2.032571546	0.00276416	0.402862097	-
AT3G22600.1	AT3G22600	821832	451.9391589	47.23670601	3.258148298	1.20E-09	8.33E-06	LTP
AT3G22800.1	AT3G22800	821851	36.55465382	7.414714055	2.301592127	9.23E-05	0.039882794	extensin
AT3G23030.1	AT3G23030	821877	1306.474771	1897.815055	-0.538660141	0.042496768	1	IAA2
AT3G23175.1	AT3G23175	821895	18.47363598	5.163143449	1.839146259	0.014523438	1	lesion inducing
AT3G23180.1	AT3G23180	821896	6.835901916	0.332160952	4.363177307	0.004742596	0.525218382	-
AT3G23430.1	AT3G23430	821924	330.2621552	198.9687283	0.731069959	0.047346467	1	PHO1
AT3G23530.1	AT3G23530	821932	3827.360624	2460.768858	0.637240691	0.011448397	0.913190168	CPA-FA synthase
AT3G23560.1	AT3G23560	821935	266.2248709	180.5904612	0.559923663	0.028060737	1	ALF5
AT3G23630.1	AT3G23630	821943	12.39832009	37.92742375	-1.613096723	0.007557278	0.723374438	IPT7
AT3G25010.1	AT3G25010	822092	338.3748112	168.99713	1.001623431	0.003022377	0.418126905	RLP41
AT3G25020.1	AT3G25020	822093	280.5323509	177.2019021	0.662773062	0.014529121	1	RLP42
AT3G25240.1	AT3G25240	822118	16.65633277	3.468569344	2.263658165	0.038633829	1	-
AT3G25882.1	AT3G25882	822184	76.85432583	20.48476921	1.907574827	0.045852629	1	NIMIN-2
AT3G26330.1	AT3G26330	822237	35.58763847	17.72466257	1.005618039	0.030013351	1	CYP71B37
AT3G26440.1	AT3G26440	822248	188.0430944	62.11506344	1.598048245	0.01123762	0.903737642	-
AT3G26440.2	AT3G26440	822248	186.7800687	61.6571384	1.599000675	0.011171275	0.903291992	-
AT3G26440.3	AT3G26440	822248	186.4972723	63.48883856	1.554579639	0.013486005	0.999748743	-
AT3G26440.4	AT3G26440	822248	187.0461864	63.07073465	1.568351909	0.010820195	0.888251518	-
AT3G26770.1	AT3G26770	822290	21.12397107	7.506708797	1.492628647	0.007555376	0.723374438	SDR
AT3G26830.1	AT3G26830	822298	263.340165	35.87912477	2.875710977	0.036325408	1	PAD3
AT3G27060.1	AT3G27060	822324	1147.435213	778.2113982	0.560178682	0.034342601	1	TSO2
AT3G28510.1	AT3G28510	822481	31.70513421	0.664321904	5.576690189	0.002957284	0.416986872	AAA-type ATPase
AT3G28580.1	AT3G28580	822488	22.27538923	5.421731134	2.038625165	0.017479279	1	AAA-type ATPase
AT3G28740.1	AT3G28740	822506	166.6027424	69.23519032	1.266834738	0.048212342	1	CYP81D1
AT3G28880.1	AT3G28880	822522	43.18290356	23.20463631	0.896047166	0.016188416	1	protein binding
AT3G29250.1	AT3G29250	822580	26.46035371	5.722897	2.2090148	0.001534848	0.285841146	oxidoreductase
AT3G29250.2	AT3G29250	822580	26.46035371	4.370300406	2.598027991	0.000387207	0.120347745	oxidoreductase
AT3G30775.1	AT3G30775	822833	3880.728625	6727.927782	-0.793834669	0.019715695	1	PRODH
AT3G43670.1	AT3G43670	823469	440.6877298	913.1948783	-1.051166041	8.54E-05	0.038759485	copper amine oxidase
AT3G43850.1	AT3G43850	823498	3.835061584	25.48150118	-2.732128623	0.022499803	1	-
AT3G44220.1	AT3G44220	823546	39.11615853	19.94192614	0.971959932	0.037706077	1	HIN1
AT3G44326.1	AT3G44326	3769632	3.02827151	0	Inf	0.023602574	1	-
AT3G44540.1	AT3G44540	823579	19.97101191	4.821165937	2.050453444	0.003145324	0.431762743	FAR4
AT3G44540.2	AT3G44540	823579	19.64152163	4.821165937	2.026452709	0.003744091	0.470215391	FAR4
AT3G44820.1	AT3G44820	823616	258.6968476	399.4352247	-0.62669909	0.017708896	1	protein binding
AT3G44870.1	AT3G44870	823621	0	8.098012326	-	0.005020393	0.542080042	methyltransferase
AT3G45130.1	AT3G45130	823649	33.67068746	8.131764463	2.049852844	0.031634497	1	LAS1
AT3G45330.1	AT3G45330	823671	10.5015761	1.556236407	2.754472726	0.012591072	0.965206537	kinase
AT3G45860.1	AT3G45860	823729	503.7271322	131.3684369	1.939023751	0.000856892	0.201056507	kinase
AT3G45970.1	AT3G45970	823740	1007.754446	2617.695208	-1.377152979	0.005689825	0.584089412	EXPL1
AT3G46330.1	AT3G46330	823778	8.904161085	0	Inf	0.000597642	0.1684794	MEE39
AT3G46640.1	AT3G46640	823817	382.1540245	624.4303405	-0.708386415	0.006438702	0.646585241	PCL1
AT3G46640.2	AT3G46640	823817	415.8602779	664.4299364	-0.676018188	0.00874475	0.779612244	PCL1
AT3G46640.3	AT3G46640	823817	379.7490607	598.7836566	-0.656988448	0.011496971	0.915003841	PCL1
AT3G46730.1	AT3G46730	823826	39.82326709	21.01334096	0.922306026	0.023476177	1	CC-NBS
AT3G47540.1	AT3G47540	823908	128.1614446	79.3464518	0.691724699	0.042814169	1	chitinase
AT3G47540.2	AT3G47540	823908	113.048105	69.38333815	0.704275651	0.040823455	1	chitinase
AT3G47780.1	AT3G47780	823932	287.9763859	132.7111151	1.117661308	0.00068371	0.186263546	ATH6
AT3G48020.1	AT3G48020	823957	20.81837389	7.35149503	1.501747808	0.004631409	0.520717431	-
AT3G48080.1	AT3G48080	823963	143.5263683	69.60743209	1.044002552	0.020097722	1	lipase
AT3G48115.1	AT3G48115	5008073	139.2659712	220.2923342	-0.661576505	0.03023087	1	other RNA
AT3G48115.2	AT3G48115	5008073	186.0623454	280.2926193	-0.591147638	0.039706213	1	other RNA
AT3G48850.1	AT3G48850	824046	38.4318507	2.210741752	4.11970004	0.000111885	0.046657617	mitochondrial phosphate transporter
AT3G49120.1	AT3G49120	824073	5146.560927	1732.546635	1.57071452	3.70E-05	0.018477399	PRXCB
AT3G49570.1	AT3G49570	824119	26.46593812	8.993674395	1.557154234	0.015549514	1	LSU3
AT3G49580.1	AT3G49580	824120	193.857195	64.19918043	1.594367497	0.032832621	1	LSU1
AT3G49580.2	AT3G49580	824120	200.3910378	65.44719146	1.6144148	0.030894095	1	LSU1
AT3G50160.1	AT3G50160	824178	4.861789113	0.45792504	3.408303955	0.034770558	1	-
AT3G50280.1	AT3G50280	824190	28.40837249	14.24782207	0.995574777	0.023425921	1	transferase
AT3G50840.1	AT3G50840	824248	199.6778998	337.4293088	-0.756910625	0.008173405	0.744137028	NPH3
AT3G51330.1	AT3G51330	824296	351.3382139	88.23601067	1.993421032	0.002716967	0.399270108	protease
AT3G51340.1	AT3G51340	824297	91.77032509	39.38662659	1.220321861	0.001237847	0.248182607	aspartic-type endopeptidase
AT3G52748.1	AT3G52748	5008083	22.58807832	7.509465848	1.588779342	0.009402773	0.818105321	other RNA
AT3G53150.1	AT3G53150	824481	19.65466236	4.173720102	2.235465822	0.005503065	0.573225184	UGT73D1
AT3G53480.1	AT3G53480	824516	379.4040296	107.0798982	1.825047329	0.001176993	0.239565507	PDR9
AT3G53990.1	AT3G53990	824566	1403.384836	2137.876736	-0.607267995	0.022338999	1	USP
AT3G53990.2	AT3G53990	824566	1256.679905	1882.272985	-0.582858656	0.027708622	1	USP
AT3G54040.1	AT3G54040	824571	53.5747394	11.66630988	2.199204626	0.002482461	0.383925073	photoassimilate-responsive
AT3G54420.1	AT3G54420	824608	138.4123911	60.79985391	1.186833341	0.006444674	0.646585241	CHIV
AT3G54640.1	AT3G54640	824629	1828.372502	1189.465027	0.620247173	0.016594537	1	TSA1
AT3G55890.1	AT3G55890	824755	30.98794897	9.499691718	1.705754668	0.001117887	0.232888746	yippee
AT3G55900.1	AT3G55900	824756	10.82513996	3.1434679	1.783956742	0.041908577	1	F-box
AT3G55910.1	AT3G55910	824757	19.5171647	8.91324554	1.13072073	0.047785428	1	-
AT3G56240.1	AT3G56240	824790	2406.434007	1519.311565	0.663479106	0.002654464	0.396668791	CCH
AT3G57160.1	AT3G57160	824883	21.05344916	5.563363567	1.920027313	0.000994386	0.218652623	-
AT3G57380.1	AT3G57380	824905	44.74136079	9.488295336	2.237388314	0.0043032	0.498046177	"transferase, transferring glycosyl groups"
AT3G57520.1	AT3G57520	824919	5279.568006	9647.275753	-0.869701717	0.007793393	0.727788984	SIP2
AT3G57520.2	AT3G57520	824919	5242.399703	9576.567422	-0.869281281	0.007823083	0.727788984	SIP2
AT3G57520.3	AT3G57520	824919	5196.783132	9507.383342	-0.871429477	0.007744167	0.727788984	SIP2
AT3G57950.1	AT3G57950	824964	8.494619364	2.797187931	1.602572118	0.032644479	1	-
AT3G58550.1	AT3G58550	825024	34.31995852	10.46946474	1.712860124	0.008014474	0.735338388	LTP
AT3G59100.1	AT3G59100	825079	659.2965699	446.268703	0.563014942	0.033750564	1	gsl11
AT3G59140.1	AT3G59140	825083	1214.43494	727.6476442	0.738973288	0.004263453	0.495536969	MRP14
AT3G59350.1	AT3G59350	825104	1145.33418	2520.230815	-1.137787267	0.003759855	0.470526651	kinase
AT3G59350.2	AT3G59350	825104	1051.102915	2359.216232	-1.166403721	0.002708548	0.399270108	kinase
AT3G59350.3	AT3G59350	825104	1169.612646	2582.022588	-1.142470807	0.003521829	0.451309814	kinase
AT3G59930.1	AT3G59930	825163	47.2993375	200.1338361	-2.081073219	0.002856147	0.411907126	-
AT3G60550.1	AT3G60550	825226	61.34915637	120.9463628	-0.979251974	0.034701701	1	CYCP3;2
AT3G61060.1	AT3G61060	825278	739.0241896	1461.399921	-0.983657542	0.001231518	0.248182607	PP2-A13
AT3G61060.2	AT3G61060	825278	739.0241896	1461.399921	-0.983657542	0.001240352	0.248182607	PP2-A13
AT3G61390.1	AT3G61390	825311	60.5531112	1.912332936	4.984795464	0.000348223	0.110944563	U-box
AT3G61390.2	AT3G61390	825311	71.55407864	3.160343969	4.500880511	0.000710898	0.192192123	U-box
AT3G61760.1	AT3G61760	825349	90.11858046	47.57453336	0.921635083	0.023900324	1	ADL1B
AT3G61990.1	AT3G61990	825372	224.7542257	134.489402	0.740855751	0.019207889	1	methyltransferase
AT3G62100.1	AT3G62100	825383	15.54372614	6.055057952	1.360119715	0.042281887	1	IAA30
AT3G62210.1	AT3G62210	825394	7.930681793	1.233892015	2.684228757	0.006406101	0.646585241	EDA32
AT3G63380.1	AT3G63380	825513	758.4171018	193.9868943	1.967032309	0.013606248	0.999748743	ACA12
AT4G00700.1	AT4G00700	828031	121.2333859	33.54715973	1.853524519	0.00348479	0.448790326	C2
AT4G01350.1	AT4G01350	828015	31.3601545	12.76460404	1.296783881	0.028709166	1	protein binding
AT4G01740.1	AT4G01740	828012	64.30967965	37.98442673	0.759627855	0.032369462	1	DC1
AT4G02170.1	AT4G02170	828119	5.894565452	23.72436481	-2.008912095	0.013352262	0.998573852	-
AT4G02280.1	AT4G02280	828081	47.14611324	17.19470967	1.455174083	0.003457125	0.448790326	SUS3
AT4G02940.1	AT4G02940	828132	831.868825	584.101501	0.51013696	0.044273269	1	oxidoreductase
AT4G03292.1	AT4G03292	827992	21.95509478	9.402182874	1.223488116	0.008887154	0.787907174	nucleic acid binding
AT4G03460.1	AT4G03460	827916	38.91897254	10.18520936	1.933997988	0.004775252	0.525218382	ankyrin repeat
AT4G04695.1	AT4G04695	825804	287.7128314	162.0881378	0.827851051	0.009424751	0.818105321	CPK31
AT4G04830.1	AT4G04830	825820	853.3902739	600.3279426	0.507454848	0.033249968	1	SeIR
AT4G04830.2	AT4G04830	825820	823.7704194	578.4225004	0.510118648	0.030193468	1	SeIR
AT4G04990.1	AT4G04990	825841	10.42932576	0.332160952	4.972619599	0.002393228	0.374123571	-
AT4G05020.1	AT4G05020	825844	338.171743	120.4952256	1.488780132	1.67E-05	0.010178926	NDB2
AT4G05020.2	AT4G05020	825844	345.9272572	122.8584241	1.493471912	1.41E-05	0.008928637	NDB2
AT4G08470.1	AT4G08470	826406	1536.562598	993.7003288	0.628823795	0.032619133	1	MAPKKK10
AT4G08555.1	AT4G08555	826416	96.78046909	40.69149908	1.249988501	0.043342008	1	-
AT4G08770.1	AT4G08770	826447	319.2235432	60.8806734	2.390510834	8.25E-08	0.000164372	peroxidase
AT4G08780.1	AT4G08780	826448	18.48836696	8.927364557	1.050311554	0.042769547	1	peroxidase
AT4G09770.1	AT4G09770	826565	8.678810875	0	Inf	0.000576421	0.164633387	MATH
AT4G09770.2	AT4G09770	826565	8.678810875	0	Inf	0.00057534	0.164633387	MATH
AT4G10500.1	AT4G10500	826642	61.68591259	4.970865602	3.633372051	8.98E-06	0.006610812	oxidoreductase
AT4G11170.1	AT4G11170	826718	285.0463797	37.18174992	2.938530103	0.00902312	0.794932407	TIR-NBS-LRR
AT4G11190.1	AT4G11190	826721	32.27669292	60.18220873	-0.898844288	0.044101966	1	dirigent
AT4G11480.1	AT4G11480	826753	8.104780845	2.021220956	2.003546133	0.025092078	1	kinase
AT4G11650.1	AT4G11650	826770	206.7644476	8.413953962	4.619060406	6.43E-13	1.14E-08	OSM34
AT4G11655.1	AT4G11655	2745700	13.83673267	2.434014684	2.507093537	0.014513852	1	transmembrane
AT4G12090.1	AT4G12090	826817	21.23332837	9.311716329	1.189211521	0.014375267	1	cornichon
AT4G12350.1	AT4G12350	826844	8.153789911	1.122246944	2.861080617	0.020190823	1	MYB42
AT4G12500.1	AT4G12500	826862	587.617228	26.37461012	4.477655021	0.030046366	1	LTP
AT4G13180.1	AT4G13180	826932	230.0422907	92.7317414	1.310763956	0.000133412	0.053089146	SDR
AT4G13310.1	AT4G13310	826961	3.384752434	0	Inf	0.024489391	1	CYP71A20
AT4G13770.1	AT4G13770	827011	3659.596163	5631.620796	-0.621865738	0.025711287	1	REF2
AT4G14060.1	AT4G14060	827042	6.748563034	0.664321904	3.344625954	0.025648652	1	MLP
AT4G14130.1	AT4G14130	827051	460.0192874	1169.812382	-1.346510909	0.000113298	0.046657617	XTR7
AT4G14390.1	AT4G14390	827084	24.19520283	3.573154905	2.759450669	1.25E-05	0.008491231	ankyrin repeat
AT4G14440.1	AT4G14440	827089	451.8251018	299.6965358	0.592262016	0.041993273	1	HCD1
AT4G14450.1	AT4G14450	827090	17.040318	3.387936567	2.330473491	0.018292516	1	-
AT4G14630.1	AT4G14630	827113	348.9930479	0.332160952	10.0371001	1.41E-09	8.33E-06	GLP9
AT4G14690.1	AT4G14690	827119	144.4571301	69.30849222	1.059537376	0.015642915	1	ELIP2
AT4G15417.1	AT4G15417	827212	22.75757256	3.922191926	2.536614642	0.007849994	0.727788984	RTL1
AT4G15610.1	AT4G15610	827238	730.9969603	164.9249937	2.148055358	1.08E-05	0.007487615	integral membrane
AT4G15990.1	AT4G15990	827283	10.08654849	1.895456868	2.411815052	0.028703625	1	-
AT4G16260.1	AT4G16260	827320	362.6353202	142.63024	1.346239559	0.000530785	0.1578669	hydrolase
AT4G16563.1	AT4G16563	827356	111.2320225	295.8785999	-1.41143317	0.000823449	0.198389597	protease
AT4G16700.1	AT4G16700	827373	121.4783739	76.04187183	0.675833551	0.044787256	1	PSD1
AT4G17030.1	AT4G17030	827411	173.2138331	95.08867359	0.865208739	0.009249882	0.810875784	EXPR
AT4G17140.1	AT4G17140	827424	8852.229995	13373.48639	-0.595262776	0.013324766	0.998573852	-
AT4G17140.2	AT4G17140	827424	8845.117223	13361.27722	-0.595104755	0.013364694	0.998573852	-
AT4G17140.3	AT4G17140	827424	8899.288362	13462.18977	-0.597151219	0.013211462	0.995525813	-
AT4G17670.1	AT4G17670	827487	126.565675	76.73725646	0.721887103	0.022885315	1	senescence-associated
AT4G18250.1	AT4G18250	827551	329.5242329	148.4746452	1.150167978	0.007671625	0.726465992	kinase
AT4G18360.1	AT4G18360	827563	43.94245479	10.00824496	2.13442646	0.000116316	0.047349982	glycolate oxidase
AT4G18360.2	AT4G18360	827563	42.16877176	9.22521848	2.192520017	8.65E-05	0.038763474	glycolate oxidase
AT4G18430.1	AT4G18430	827574	28.3063602	6.777622462	2.06227507	0.001040803	0.222054647	RABA1e
AT4G18940.1	AT4G18940	827629	11.21704869	1.705936072	2.71705765	0.022695086	1	cyclic phosphodiesterase
AT4G18990.1	AT4G18990	827635	10.42152466	1.233892015	3.078278312	0.036260311	1	glucosyl transferase
AT4G19120.1	AT4G19120	827650	1584.030794	2691.237509	-0.764669336	0.00132867	0.258550338	ERD3
AT4G19120.2	AT4G19120	827650	1485.723122	2530.953088	-0.768515486	0.001272189	0.251833447	ERD3
AT4G19160.1	AT4G19160	827654	3189.626615	4922.958716	-0.626138092	0.018995791	1	-
AT4G19160.2	AT4G19160	827654	3178.576516	4916.220342	-0.62916876	0.018310273	1	-
AT4G19160.3	AT4G19160	827654	2892.036536	4485.62448	-0.63322307	0.018211762	1	-
AT4G19200.1	AT4G19200	827660	1608.635083	2781.423816	-0.789986501	0.027719276	1	proline-rich
AT4G19720.1	AT4G19720	827716	5.005213196	0.450865531	3.472662397	0.009401187	0.818105321	hydrolase
AT4G19810.1	AT4G19810	827725	235.8713428	104.3078907	1.177151849	0.000454157	0.138658699	hydrolase
AT4G19970.1	AT4G19970	827741	162.0806074	17.83886077	3.183616097	9.78E-06	0.006929212	-
AT4G20000.1	AT4G20000	827745	65.17887261	16.11998291	2.015554184	0.000763499	0.196196567	VQ motif
AT4G20110.1	AT4G20110	827757	457.8470108	160.4971243	1.512318155	0.013922723	1	vacuolar sorting receptor
AT4G20110.2	AT4G20110	827757	457.8470108	160.4971243	1.512318155	0.013786859	1	vacuolar sorting receptor
AT4G20210.1	AT4G20210	827768	3.549754406	0	Inf	0.008350758	0.756394981	terpene synthase/cyclase
AT4G21120.1	AT4G21120	827860	94.58646085	35.25465842	1.423819788	0.019811771	1	CAT1
AT4G21340.1	AT4G21340	827884	2.039800666	6.548467249	-1.682729089	0.045581417	1	B70
AT4G21840.1	AT4G21840	828272	16.55816838	3.235479851	2.355491497	0.006984738	0.681464146	SelR
AT4G21903.1	AT4G21903	6241480	57.12636018	23.91565214	1.25620148	0.007849224	0.727788984	antiporter/ drug transporter
AT4G21903.2	AT4G21903	6241480	62.22727629	25.79423294	1.270498556	0.00477414	0.525218382	antiporter/ drug transporter
AT4G21990.1	AT4G21990	828288	2365.250258	1640.596593	0.5277723	0.018893893	1	PRH26
AT4G21990.2	AT4G21990	828288	2330.151869	1619.172225	0.525167539	0.019083768	1	PRH26
AT4G22070.1	AT4G22070	828296	53.07403629	2.542902704	4.383458102	3.07E-07	0.000494659	WRKY31
AT4G22110.1	AT4G22110	828300	0.329490281	7.732099237	-4.552552338	0.019458659	1	alcohol dehydrogenase
AT4G22110.2	AT4G22110	828300	0.329490281	6.958889313	-4.400549244	0.030912599	1	alcohol dehydrogenase
AT4G22305.1	AT4G22305	10723040	262.7883076	143.004725	0.877838271	0.015052123	1	-
AT4G22530.1	AT4G22530	828348	118.2416011	70.6625826	0.742719326	0.024115771	1	embryo-abundant
AT4G22790.1	AT4G22790	828378	56.5888109	32.25894218	0.810817691	0.042776792	1	MATE efflux
AT4G23140.1	AT4G23140	828413	306.882265	91.36845037	1.747917282	0.047774922	1	CRK6
AT4G23140.2	AT4G23140	828413	307.4396163	91.36845037	1.750535089	0.047218325	1	CRK6
AT4G23700.1	AT4G23700	828470	260.2869131	14.16665161	4.199532064	4.12E-05	0.020289317	CHX17
AT4G23900.1	AT4G23900	828490	125.0064672	185.6286099	-0.570416348	0.034061338	1	NDK4
AT4G25070.1	AT4G25070	828610	145.9578408	49.36834319	1.56389358	0.00087424	0.203697816	-
AT4G25070.2	AT4G25070	828610	145.9578408	48.91041815	1.57733801	0.00080573	0.196196567	-
AT4G25190.1	AT4G25190	828622	4.680548878	0	Inf	0.00396004	0.473813468	-
AT4G25190.2	AT4G25190	828622	4.680548878	0	Inf	0.00396004	0.473813468	-
AT4G25434.1	AT4G25434	828648	19.69328645	9.366868122	1.072065233	0.040719699	1	NUDT10
AT4G25540.1	AT4G25540	828659	47.30125138	19.37939834	1.287354571	0.003882562	0.473813468	MSH3
AT4G25900.1	AT4G25900	828696	789.8031055	467.2317894	0.757354605	0.001550918	0.285841146	aldose 1-epimerase
AT4G26050.1	AT4G26050	828711	26.97566518	10.0425692	1.425530132	0.017483052	1	LRR
AT4G27220.1	AT4G27220	828830	17.01556945	4.132891248	2.041632128	0.007643535	0.725746516	NBS-LRR
AT4G27660.1	AT4G27660	828880	26.88284041	14.91041186	0.850365471	0.035274568	1	-
AT4G27970.1	AT4G27970	828910	46.9196545	93.2044874	-0.990207026	0.002863358	0.411907126	SLAH2
AT4G28420.2	AT4G28420	828959	65.16366975	6.491787258	3.327380226	0.04632744	1	aminotransferase
AT4G28490.1	AT4G28490	828967	403.315853	254.1058985	0.666480249	0.031216399	1	RLK5
AT4G28940.1	AT4G28940	829015	13.47774101	5.341098357	1.335370351	0.047753005	1	catalytic
AT4G30270.1	AT4G30270	829150	4570.618174	9900.169573	-1.115063934	0.037886489	1	SEN4
AT4G30290.1	AT4G30290	829152	192.1650412	360.2129588	-0.90650418	0.027705736	1	XTH19
AT4G31000.1	AT4G31000	829227	452.1989326	1008.974626	-1.157860401	0.002691445	0.399270108	calmodulin-binding
AT4G31000.2	AT4G31000	829227	411.5508356	902.0165346	-1.132083233	0.002713221	0.399270108	calmodulin-binding
AT4G31290.1	AT4G31290	829256	2342.184574	3461.048801	-0.563354513	0.028175918	1	ChaC-like
AT4G31910.1	AT4G31910	829321	71.36840548	33.21232638	1.103566759	0.010503641	0.871237412	transferase
AT4G31970.1	AT4G31970	829327	1164.98685	0.450865531	11.33532883	0.004409756	0.503793243	CYP82C2
AT4G33150.1	AT4G33150	829452	605.7045837	931.9623205	-0.621657298	0.018868897	1	SDH
AT4G33150.2	AT4G33150	829452	605.7045837	931.9623205	-0.621657298	0.018868669	1	SDH
AT4G33150.3	AT4G33150	829452	570.4451139	888.9472402	-0.640009714	0.015140279	1	SDH
AT4G33980.1	AT4G33980	829544	123.0083072	250.7315935	-1.027388046	0.006941209	0.679088048	-
AT4G33980.2	AT4G33980	829544	122.2864676	252.8715191	-1.048139793	0.005650032	0.58338638	-
AT4G33985.1	AT4G33985	829545	74.97773129	127.1954809	-0.762513337	0.025200794	1	-
AT4G34131.1	AT4G34131	829559	193.2859192	125.0905258	0.627764016	0.017576657	1	UGT73B3
AT4G34135.1	AT4G34135	829560	569.1352917	269.8913873	1.076392704	5.01E-05	0.023988009	UGT73B2
AT4G34135.2	AT4G34135	829560	540.921227	248.5104011	1.122112278	2.32E-05	0.012613958	UGT73B2
AT4G34138.1	AT4G34138	829561	869.1660862	587.9709009	0.563887127	0.026548657	1	UGT73B1
AT4G34200.1	AT4G34200	829568	2869.618191	1813.084781	0.662412408	0.011866079	0.931816052	EDA9
AT4G35110.1	AT4G35110	829663	62.67054301	38.14503553	0.716292187	0.023804582	1	-
AT4G35110.2	AT4G35110	829663	59.57941252	36.79243893	0.695404584	0.027413085	1	-
AT4G35110.3	AT4G35110	829663	62.67054301	37.69417	0.733446088	0.021009412	1	-
AT4G35110.4	AT4G35110	829663	61.28972291	37.24330446	0.718664099	0.023047656	1	-
AT4G35640.1	AT4G35640	829716	177.4967896	87.41862692	1.021780307	0.000800032	0.196196567	SERAT3;2
AT4G36060.1	AT4G36060	829762	26.31068507	46.87781802	-0.833256606	0.031665593	1	bHLH
AT4G36060.2	AT4G36060	829762	26.14619676	46.29412889	-0.824228133	0.035005068	1	bHLH
AT4G36450.1	AT4G36450	829797	4.748893741	13.76264951	-1.535094856	0.027851481	1	MPK14
AT4G36988.1	AT4G36988	N/A	234.884197	140.1200609	0.745286132	0.026933481	1	CPuORF49
AT4G36990.1	AT4G36990	829853	234.884197	140.1200609	0.745286132	0.026933481	1	HSFB1
AT4G37010.1	AT4G37010	829855	47.31435093	5.845904037	3.016779782	0.004914836	0.537234061	CEN2
AT4G37010.2	AT4G37010	829855	47.87170216	6.303829077	2.924872782	0.006128795	0.621940966	CEN2
AT4G37070.1	AT4G37070	829861	32.46951734	4.040896505	3.006338632	0.003448289	0.448790326	PLP1
AT4G37070.2	AT4G37070	829861	32.46951734	4.040896505	3.006338632	0.003452253	0.448790326	PLP1
AT4G37070.3	AT4G37070	829861	30.65216487	3.139165442	3.287536001	0.001677181	0.301517966	PLP1
AT4G37070.4	AT4G37070	829861	29.90823377	3.139165442	3.252089745	0.002003834	0.337941799	PLP1
AT4G37370.1	AT4G37370	829891	150.1408736	51.89554705	1.532634125	0.016196041	1	CYP81D8
AT4G37520.1	AT4G37520	829907	1069.858506	485.7816273	1.139040173	0.000756102	0.196196567	PRXR2
AT4G37520.2	AT4G37520	829907	1061.905072	483.9950584	1.133590581	0.000776461	0.196196567	PRXR2
AT4G37900.1	AT4G37900	829946	119.5571327	48.90784781	1.289562317	0.003721432	0.469032914	glycine-rich
AT4G38300.1	AT4G38300	829987	158.8507236	99.494453	0.674983662	0.034889021	1	hydrolase
AT4G39380.1	AT4G39380	830093	142.7437636	85.80594747	0.734278163	0.038693892	1	-
AT4G39380.2	AT4G39380	830093	143.1582044	85.80594747	0.7384608	0.037329784	1	-
AT4G39670.1	AT4G39670	830121	109.5119143	27.87293769	1.974150866	0.001295522	0.254901219	glycolipid binding
AT4G39830.1	AT4G39830	830142	143.4407164	74.863194	0.938126093	0.029440695	1	L-ascorbate oxidase
AT4G39950.1	AT4G39950	830154	1441.567211	679.0880018	1.085967653	0.001021896	0.220679615	CYP79B2
AT4G40020.1	AT4G40020	830163	48.6373099	26.6557919	0.867614394	0.046463977	1	-
AT5G01300.1	AT5G01300	830983	7.411806633	20.25425006	-1.45032752	0.035193005	1	phosphatidylethanolamine-binding
AT5G01490.1	AT5G01490	831754	11.4630563	0.45792504	4.645736483	0.000122681	0.049373464	CAX4
AT5G01550.1	AT5G01550	831700	102.8576934	31.01350149	1.729681383	0.000930615	0.211273497	LECRKA4.2
AT5G02480.1	AT5G02480	831883	2259.440873	3411.958428	-0.594634265	0.011637857	0.921419279	-
AT5G02780.1	AT5G02780	831800	86.08959086	7.084098509	3.603182632	3.03E-06	0.003244542	In2-1
AT5G02780.2	AT5G02780	831800	85.76010058	7.084098509	3.597650419	3.21E-06	0.003249823	In2-1
AT5G03610.1	AT5G03610	831778	708.3560343	420.4579741	0.752513064	0.005146619	0.554020186	lipase
AT5G03890.1	AT5G03890	831673	5.58904141	0.664321904	3.072646475	0.021864072	1	-
AT5G04220.1	AT5G04220	830301	297.7719527	463.7467758	-0.639129379	0.048526092	1	SYTC
AT5G04220.2	AT5G04220	830301	297.3629246	463.2888507	-0.639687181	0.04827434	1	SYTC
AT5G04370.1	AT5G04370	830316	3.118634796	8.600717707	-1.463542436	0.042656369	1	NAMT1
AT5G04370.2	AT5G04370	830316	3.118634796	8.600717707	-1.463542436	0.04344563	1	NAMT1
AT5G05270.1	AT5G05270	830409	461.3171946	242.065194	0.930363414	0.023983534	1	chalcone-flavanone isomerase
AT5G05270.2	AT5G05270	830409	462.1406634	242.065194	0.932936384	0.023930151	1	chalcone-flavanone isomerase
AT5G05460.1	AT5G05460	830429	297.555861	182.5780823	0.704646948	0.020658208	1	glycoprotein
AT5G05960.1	AT5G05960	830481	107.4685605	53.93625408	0.994587433	0.009334774	0.816297181	LTP
