Transcript ID	Locus ID	Entrez Arabidopsis ID	rbohD_Root_baseMeanB_GC	rbohD_Root_baseMeanA_FL	rbohD_Root_log2FoldChange	rbohD_Root_pval	rbohD_Root_padj	Symbol
AT4G13510.1	AT4G13510	826983	1192.136295	742.9374025	0.682236622	0.02672762	1	AMT1;1
AT4G14368.1	AT4G14368	7922506	14.1650636	3.594737596	1.978378712	0.019896249	1	zinc ion binding
AT4G14548.1	AT4G14548	6240426	56.37048257	21.06017566	1.420422448	0.011982142	1	other RNA
AT4G14630.1	AT4G14630	827113	411.1395468	34.98042241	3.555008533	0.000944255	0.245167877	GLP9
AT4G15260.1	AT4G15260	827192	56.89064483	37.66538021	0.594952341	0.031980936	1	glucosyl transferase
AT4G15310.1	AT4G15310	827197	3.436903417	0.096618744	5.152662394	0.034997284	1	CYP702A3
AT4G15360.1	AT4G15360	827202	5.337359778	0.103646176	5.686387464	0.019071863	1	CYP705A3
AT4G15393.1	AT4G15393	827206	239.7252424	760.1506902	-1.664903614	0.044250332	1	CYP702A5
AT4G15393.2	AT4G15393	827206	239.9310337	762.7562597	-1.66860234	0.043848834	1	CYP702A5
AT4G15393.3	AT4G15393	827206	240.1910166	761.0129145	-1.663738743	0.044490611	1	CYP702A5
AT4G15490.1	AT4G15490	827221	28.24590285	7.114586254	1.989189851	0.000250666	0.105538963	UGT84A3
AT4G15550.1	AT4G15550	827229	392.3590768	241.9901102	0.697226488	0.024623372	1	IAGLU
AT4G15690.1	AT4G15690	827246	10.79717155	4.878951172	1.14601048	0.02354759	1	glutaredoxin
AT4G15760.1	AT4G15760	827255	243.9031172	117.1298703	1.05819916	0.000242546	0.104495125	MO1
AT4G15760.2	AT4G15760	827255	244.3146999	117.226489	1.059442066	0.000225782	0.099588697	MO1
AT4G15920.1	AT4G15920	827274	640.6416109	890.786786	-0.47556265	0.034410653	1	-
AT4G16260.1	AT4G16260	827320	2153.90218	1297.423628	0.731303114	0.037817397	1	hydrolase
AT4G16990.1	AT4G16990	827407	25.20896493	50.83720179	-1.01194774	0.014720279	1	RLM3
AT4G16990.2	AT4G16990	827407	25.7225148	51.62639229	-1.005077088	0.016131341	1	RLM3
AT4G16990.3	AT4G16990	827407	27.47163741	53.25192965	-0.954890902	0.021763118	1	RLM3
AT4G16990.4	AT4G16990	827407	27.47163741	53.25192965	-0.954890902	0.021727766	1	RLM3
AT4G16990.5	AT4G16990	827407	27.47163741	53.25192965	-0.954890902	0.021748069	1	RLM3
AT4G17340.1	AT4G17340	827446	1042.718318	2654.248478	-1.347953957	0.00067276	0.199411527	TIP2;2
AT4G18197.1	AT4G18197	3770303	47.29523647	116.85977	-1.305011566	0.000476091	0.156013864	PUP7
AT4G18205.1	AT4G18205	3770304	26.46849329	69.28173472	-1.388198981	0.003594816	0.575207955	-
AT4G18290.1	AT4G18290	827555	0	0.732700685	-	0.024424589	1	KAT2
AT4G18970.1	AT4G18970	827632	1.387364062	3.971802823	-1.517447584	0.0212243	1	lipase
AT4G18970.2	AT4G18970	827632	1.387364062	3.778565334	-1.445492149	0.031761315	1	lipase
AT4G19230.1	AT4G19230	827663	281.3368298	170.0886604	0.726011466	0.007954234	0.944590775	CYP707A1
AT4G19230.2	AT4G19230	827663	281.3368298	170.0886604	0.726011466	0.007954234	0.944590775	CYP707A1
AT4G19810.1	AT4G19810	827725	497.6825496	275.3593515	0.853910198	0.005440838	0.749399546	hydrolase
AT4G20830.1	AT4G20830	827831	1574.658007	965.5171409	0.705664753	0.01298259	1	FAD-binding
AT4G20830.2	AT4G20830	827831	1575.511354	970.5365339	0.698965725	0.011081655	1	FAD-binding
AT4G20930.1	AT4G20930	827841	133.0869925	86.43146622	0.622741033	0.026099658	1	3-hydroxyisobutyrate dehydrogenase
AT4G21380.1	AT4G21380	827890	23.16668476	2.612596911	3.148495146	0.000108646	0.054397817	ARK3
AT4G21580.1	AT4G21580	828243	726.8565006	510.8389655	0.508801994	0.045908136	1	oxidoreductase
AT4G21580.2	AT4G21580	828243	726.4937099	510.3725361	0.509399609	0.04585298	1	oxidoreductase
AT4G21580.3	AT4G21580	828243	722.5427138	507.538442	0.509565777	0.045419308	1	oxidoreductase
AT4G21870.1	AT4G21870	828276	20.12347299	35.28078677	-0.810003421	0.025043741	1	HSP26.5-P
AT4G21990.1	AT4G21990	828288	2288.610254	1011.053206	1.178612875	1.67E-06	0.002135235	PRH26
AT4G21990.2	AT4G21990	828288	2265.039657	997.5377177	1.183093013	1.53E-06	0.002024402	PRH26
AT4G22070.1	AT4G22070	828296	53.89513422	16.68832436	1.691315925	0.006924375	0.869678047	WRKY31
AT4G22530.1	AT4G22530	828348	195.5970209	95.53102028	1.033843219	0.000996913	0.253767247	embryo-abundant
AT4G22590.1	AT4G22590	828355	637.3848823	393.890674	0.694369542	0.013615617	1	trehalose-6-phosphate phosphatase
AT4G22592.1	AT4G22592	N/A	637.3848823	393.890674	0.694369542	0.013615617	1	CPuORF27
AT4G22610.1	AT4G22610	828357	18.03312827	76.94778408	-2.093230093	0.029761095	1	LTP
AT4G23020.1	AT4G23020	828401	31.18986519	49.3565439	-0.662164059	0.041032282	1	-
AT4G23020.2	AT4G23020	828401	32.9326171	52.82928281	-0.68182066	0.03225968	1	-
AT4G23250.1	AT4G23250	828424	26.93760093	12.35796901	1.124179709	0.014750597	1	EMB1290
AT4G23400.1	AT4G23400	828439	1170.941613	1898.124195	-0.696905251	0.005420658	0.749399546	PIP1D
AT4G23550.1	AT4G23550	828455	83.17929327	39.7396072	1.065646815	0.00103565	0.255812366	WRKY29
AT4G23680.1	AT4G23680	828468	581.1690642	365.4141678	0.669425339	0.018760799	1	MLP
AT4G23700.1	AT4G23700	828470	262.3791082	43.97646595	2.576849275	0.006849369	0.866129579	CHX17
AT4G24040.1	AT4G24040	828504	40.70189051	17.82107773	1.19151122	0.018707768	1	TRE1
AT4G24170.1	AT4G24170	828517	16.2267901	7.314413853	1.149563479	0.025228654	1	kinesin motor
AT4G25100.1	AT4G25100	828613	6786.824273	2042.578089	1.732345425	6.19E-08	0.00017661	FSD1
AT4G25100.2	AT4G25100	828613	6797.862666	2045.501774	1.732626428	6.18E-08	0.00017661	FSD1
AT4G25100.3	AT4G25100	828613	6799.760732	2046.005843	1.732673717	6.10E-08	0.00017661	FSD1
AT4G25100.4	AT4G25100	828613	7238.314193	2195.773267	1.720924641	8.43E-08	0.000223025	FSD1
AT4G25100.5	AT4G25100	828613	6778.056009	2039.42119	1.7327118	6.20E-08	0.00017661	FSD1
AT4G25300.1	AT4G25300	828633	37.94893347	57.29199837	-0.594274321	0.03404738	1	oxidoreductase
AT4G25300.2	AT4G25300	828633	37.28315507	55.33885817	-0.569768924	0.044539906	1	oxidoreductase
AT4G25760.1	AT4G25760	828681	105.5072509	63.50922983	0.732303971	0.049193318	1	GDU2
AT4G26050.1	AT4G26050	828711	14.35210804	3.581059884	2.002804107	0.002980412	0.528360075	LRR
AT4G26120.1	AT4G26120	828718	53.94392286	27.59220012	0.967199942	0.003982736	0.614851459	BTB/POZ
AT4G28350.1	AT4G28350	828950	17.92228948	6.377107381	1.490780866	0.001219677	0.284215462	kinase
AT4G28410.1	AT4G28410	828958	159.8167124	361.5817402	-1.177903542	0.009100084	1	aminotransferase
AT4G28420.1	AT4G28420	828959	13.62724391	0.115408569	6.883599652	0.001933808	0.402525307	aminotransferase
AT4G28420.2	AT4G28420	828959	20.43010167	0.115408569	7.467802227	0.000355663	0.135852221	aminotransferase
AT4G28900.1	AT4G28900	3770549	133.7373016	209.2529673	-0.645846167	0.014360771	1	transposable element gene
AT4G29050.1	AT4G29050	829026	19.26403196	31.73855401	-0.72032671	0.045743283	1	kinase
AT4G29905.1	AT4G29905	829113	269.3113998	570.0754205	-1.0818775	0.000362462	0.135920044	-
AT4G30110.1	AT4G30110	829134	418.4691883	857.9592859	-1.035787785	0.005109656	0.719839792	HMA2
AT4G30270.1	AT4G30270	829150	222.8446971	537.936003	-1.271395918	0.014412679	1	SEN4
AT4G31330.1	AT4G31330	829260	323.9843423	93.45095928	1.793642713	0.000713966	0.206665403	-
AT4G31970.1	AT4G31970	829327	23.38774139	0.096618744	7.919233723	0.039430093	1	CYP82C2
AT4G32950.1	AT4G32950	829432	17.84998161	1.050620024	4.086609696	3.51E-09	2.17E-05	PP2C
AT4G33560.1	AT4G33560	829495	26.70911262	13.68900921	0.964314015	0.038179818	1	-
AT4G34131.1	AT4G34131	829559	413.3857208	226.5197125	0.867851952	0.001088434	0.260863445	UGT73B3
AT4G34135.1	AT4G34135	829560	524.0177245	241.7322088	1.116205898	1.12E-05	0.008459379	UGT73B2
AT4G34135.2	AT4G34135	829560	496.6034425	226.8744954	1.130199828	9.81E-06	0.007732701	UGT73B2
AT4G34530.1	AT4G34530	829604	124.1837755	79.37481389	0.645723489	0.036174497	1	CIB1
AT4G34770.1	AT4G34770	829629	2.403754975	0.522965842	2.200501219	0.014638276	1	auxin-responsive
AT4G35640.1	AT4G35640	829716	89.15227878	54.9592293	0.697909901	0.033780472	1	SERAT3;2
AT4G35650.1	AT4G35650	829717	2.046600588	0.200264921	3.353247935	0.03348498	1	isocitrate dehydrogenase
AT4G36220.1	AT4G36220	829779	234.5412913	614.2844595	-1.389064952	1.43E-06	0.001963325	FAH1
AT4G36670.1	AT4G36670	829820	73.05120159	188.1367417	-1.364801715	0.010688976	1	mannitol transporter
AT4G37160.1	AT4G37160	829870	221.4570303	730.0616452	-1.720991491	0.012009279	1	sks15
AT4G37235.1	AT4G37235	2745737	20.17741638	48.41134211	-1.262603635	0.04109776	1	-
AT4G37330.1	AT4G37330	829888	168.1598108	242.3614218	-0.527327123	0.032211334	1	CYP81D4
AT4G37850.1	AT4G37850	829941	23.59913346	49.04004671	-1.055226467	0.026307342	1	bHLH
AT4G38470.1	AT4G38470	830003	1358.195253	1896.964197	-0.482001555	0.040567736	1	kinase
AT4G39770.1	AT4G39770	830135	506.0008035	817.3656009	-0.691841853	0.006833984	0.866129579	trehalose-6-phosphate phosphatase
AT4G39955.1	AT4G39955	830156	433.6338529	303.4196042	0.515163087	0.04273612	1	hydrolase
AT4G40065.1	AT4G40065	6240840	30.81318485	55.45990251	-0.847897273	0.022733435	1	other RNA
AT4G40070.1	AT4G40070	830170	34.6021071	99.1860649	-1.51927755	0.001050012	0.255947426	protein binding
AT5G01320.1	AT5G01320	830867	4.368411111	10.07292493	-1.205302127	0.026392491	1	pyruvate decarboxylase
AT5G01540.1	AT5G01540	831722	47.82119332	27.44480538	0.801117022	0.049501784	1	LECRKA4.1
AT5G01820.1	AT5G01820	831765	590.5102065	371.0670969	0.670281915	0.046075419	1	SnRK3.15
AT5G01900.1	AT5G01900	831826	10.02154581	2.06364685	2.279837049	0.035861562	1	WRKY62
AT5G02780.1	AT5G02780	831800	101.9751023	36.7238184	1.473428977	0.015576344	1	In2-1
AT5G02780.2	AT5G02780	831800	100.6375872	36.51179109	1.462734891	0.016218993	1	In2-1
AT5G03545.1	AT5G03545	831795	1499.136376	243.443436	2.622473124	0.000216758	0.097940402	-
AT5G06330.1	AT5G06330	830521	78.24264709	132.1635261	-0.756296998	0.039248213	1	HIN1
AT5G06510.1	AT5G06510	830539	183.5955586	99.78679015	0.87961041	0.001819293	0.385180722	NF-YA10
AT5G06510.2	AT5G06510	830539	181.1277235	98.73617012	0.875356792	0.002078592	0.416291476	NF-YA10
AT5G06510.3	AT5G06510	830539	173.6681762	97.48523856	0.833077727	0.003390362	0.565839219	NF-YA10
AT5G06760.1	AT5G06760	830565	8.604197117	1.481702083	2.537785174	0.00570271	0.773960064	LEA group 1
AT5G07200.1	AT5G07200	830611	34.53864499	14.9733491	1.205814539	0.021141096	1	YAP169
AT5G07280.1	AT5G07280	830619	87.94268446	53.33573857	0.721461011	0.015826626	1	EXS
AT5G07560.1	AT5G07560	830649	0.71852092	4.443027361	-2.62844096	0.017854175	1	GRP20
AT5G07570.1	AT5G07570	830650	11.88806762	100.2433588	-3.075920528	6.72E-19	2.49E-14	glycine/proline-rich
AT5G07571.1	AT5G07571	6240912	4.933017751	13.07911152	-1.406722156	0.0194679	1	-
AT5G07572.1	AT5G07572	6240961	4.777508107	11.23227356	-1.233319752	0.046583145	1	-
AT5G07860.1	AT5G07860	830679	179.4231433	112.7257555	0.670548812	0.010723689	1	transferase
AT5G08000.1	AT5G08000	830694	4.113545913	12.03703934	-1.549026135	0.027203538	1	PDCB2
AT5G08790.1	AT5G08790	830779	706.8015045	377.837584	0.903538895	0.009943383	1	ATAF2
AT5G10180.1	AT5G10180	830882	2866.956204	1324.866593	1.113672771	0.000470646	0.156013864	SULTR2;1
AT5G11670.1	AT5G11670	831039	9522.991635	14325.92159	-0.58914118	0.007872913	0.944010638	NADP-ME2
AT5G12330.3	AT5G12330	831108	147.8017366	90.61489371	0.70584312	0.039466633	1	LRP1
AT5G13320.1	AT5G13320	831173	78.57640673	2.172027988	5.176981597	7.20E-06	0.006203998	WIN3
AT5G13330.1	AT5G13330	831174	97.37047153	29.67266212	1.714349962	0.001021134	0.255812366	Rap2.6L
AT5G13370.1	AT5G13370	831178	60.47289355	21.91308344	1.464496108	0.001688761	0.363780646	auxin-responsive GH3
AT5G13380.1	AT5G13380	831179	2.657925875	0.115408569	4.525478619	0.048996431	1	auxin-responsive GH3
AT5G13750.1	AT5G13750	831220	1495.438378	917.2535744	0.705175936	0.003757841	0.592475569	ZIFL1
AT5G13750.2	AT5G13750	831220	1345.105657	839.3222151	0.680422829	0.005137854	0.721070554	ZIFL1
AT5G13750.3	AT5G13750	831220	1493.899802	915.6162747	0.706268376	0.003716697	0.58849285	ZIFL1
AT5G14565.1	AT5G14565	28721157	54.49304236	22.15620789	1.298361059	0.001358509	0.306915303	MIR398C
AT5G14570.1	AT5G14570	831308	51.76896311	18.27405655	1.502290497	0.000275878	0.114849089	NRT2.7
AT5G14650.1	AT5G14650	831317	105.8032093	52.76332636	1.003775965	0.000999973	0.253767247	pectinase
AT5G15360.1	AT5G15360	831388	3.87475371	0.103646176	5.224365813	0.021305613	1	-
AT5G16960.1	AT5G16960	831559	2.256880857	0.327435882	2.785045924	0.009089746	1	oxidoreductase
AT5G16970.1	AT5G16970	831560	59.37123105	20.46639559	1.536506981	0.000447252	0.153436526	AER
AT5G16980.1	AT5G16980	831561	4.569985829	0.621877058	2.877488392	0.00118536	0.277966884	oxidoreductase
AT5G16980.2	AT5G16980	831561	4.827075134	0.621877058	2.956447983	0.000542208	0.170110063	oxidoreductase
AT5G17760.1	AT5G17760	831644	347.1323009	202.5663461	0.777091107	0.004567384	0.671532289	AAA-type ATPase
AT5G17760.2	AT5G17760	831644	335.0207984	197.0136868	0.765954803	0.005049949	0.718115016	AAA-type ATPase
AT5G18030.1	AT5G18030	831670	0.976842877	3.828177735	-1.970459381	0.00600552	0.794680438	auxin-responsive
AT5G18170.1	AT5G18170	831935	1104.908889	1671.448441	-0.597171443	0.010736202	1	GDH1
AT5G19440.1	AT5G19440	832064	2751.571067	1717.865626	0.6796384	0.00344468	0.567239354	CAD
AT5G19970.1	AT5G19970	832119	143.2849661	261.7228806	-0.869152809	0.039438444	1	-
AT5G20150.1	AT5G20150	832137	411.100336	145.4482605	1.498984508	5.69E-05	0.034747874	SPX1
AT5G21110.1	AT5G21110	N/A	2.671577931	0.212027313	3.655370072	0.012274622	1	-
AT5G21150.1	AT5G21150	832241	12.82127712	5.409034295	1.245097026	0.020959733	1	PAZ
AT5G22300.1	AT5G22300	832290	41.24772079	2.007067188	4.361153585	3.29E-06	0.003648114	NIT4
AT5G22580.1	AT5G22580	832321	52.88872224	111.5715638	-1.076937348	0.001077616	0.260863445	-
AT5G22890.1	AT5G22890	832353	52.85959977	215.6515264	-2.028464521	0.02019985	1	zinc finger
AT5G23010.1	AT5G23010	832365	1485.164545	2650.530222	-0.835658211	0.027232973	1	MAM1
AT5G23660.1	AT5G23660	832431	27.77130308	70.91444103	-1.352484576	0.001657384	0.361222003	MTN3
AT5G23820.1	AT5G23820	832447	1095.582938	1628.879667	-0.572181326	0.020175742	1	ML
AT5G23980.1	AT5G23980	832463	1.388833446	9.578779889	-2.785968306	6.30E-05	0.037077446	FRO4
AT5G24090.1	AT5G24090	832474	103.9131685	50.49654844	1.041121808	0.033935869	1	CHIB1
AT5G24110.1	AT5G24110	832476	39.22648909	8.459647453	2.213158768	3.34E-06	0.003648114	WRKY30
AT5G24210.1	AT5G24210	832488	4.41857758	1.128448944	1.969240868	0.001735968	0.371788148	lipase
AT5G24380.1	AT5G24380	832509	909.5311355	497.2942238	0.871023352	0.001273993	0.293184658	YSL2
AT5G24660.1	AT5G24660	832538	103.0980892	47.24108202	1.12590368	0.003870224	0.604057156	LSU2
AT5G25140.1	AT5G25140	832585	35.36733707	69.81571205	-0.981134155	0.04077174	1	CYP71B13
AT5G25230.1	AT5G25230	832594	30.5125221	16.85820402	0.855950587	0.026160132	1	elongation factor Tu
AT5G25250.1	AT5G25250	832596	31.94881849	9.880218004	1.6931478	0.023703219	1	-
AT5G25460.1	AT5G25460	832620	1096.737107	3214.017864	-1.551160201	1.77E-10	1.64E-06	-
AT5G25470.1	AT5G25470	832621	9.100649592	17.79224256	-0.96720693	0.018094816	1	DNA binding
AT5G25470.2	AT5G25470	832621	8.27707189	17.79703769	-1.104444732	0.009551401	1	DNA binding
AT5G26200.1	AT5G26200	832689	70.70998283	112.6259156	-0.67155302	0.009712243	1	mitochondrial substrate carrier
AT5G26220.1	AT5G26220	832691	140.2302287	39.44718892	1.829802977	0.000441024	0.152713701	ChaC-like
AT5G26270.1	AT5G26270	832696	54.02591713	116.7064604	-1.111160862	0.000809018	0.225493351	-
AT5G26270.2	AT5G26270	832696	52.89687056	111.3565415	-1.073932032	0.00104826	0.255947426	-
AT5G26622.2	AT5G26622	3770734	62.52826972	91.79603829	-0.553923296	0.049541535	1	beta-galactosidase
AT5G26920.1	AT5G26920	832750	239.4741727	18.33975867	3.70682351	3.35E-06	0.003648114	CBP60G
AT5G26920.2	AT5G26920	832750	239.0110757	18.33975867	3.704030914	3.46E-06	0.003667169	CBP60G
AT5G27360.1	AT5G27360	832795	4.622099612	1.771665108	1.38344243	0.038047974	1	SFP2
AT5G27600.1	AT5G27600	832820	1109.943304	534.7686309	1.053499239	1.70E-05	0.012139994	LACS7
AT5G27930.1	AT5G27930	832860	227.1349414	353.6063616	-0.638594569	0.013993843	1	PP2C
AT5G27930.2	AT5G27930	832860	237.1580259	369.9719283	-0.641567117	0.013222336	1	PP2C
AT5G28030.1	AT5G28030	832873	0	1.941117607	-	0.011883907	1	cysteine synthase
AT5G28030.2	AT5G28030	832873	0	1.941117607	-	0.011891526	1	cysteine synthase
AT5G33395.1	AT5G33395	3771140	5.478088508	1.201422563	2.188928912	0.011786058	1	transposable element gene
AT5G36130.1	AT5G36130	833610	65.5445482	24.85149239	1.399143295	0.001602781	0.352254566	CYP
AT5G36140.1	AT5G36140	833611	167.6674864	74.91426447	1.162290598	0.004416611	0.659838159	CYP716A2
AT5G36150.1	AT5G36150	833612	33.59034799	9.180459431	1.871408482	0.001351058	0.306915303	PEN3
AT5G36220.1	AT5G36220	833619	8.170888073	28.53184662	-1.804008328	0.001797894	0.382837751	CYP91A1
AT5G36870.1	AT5G36870	833654	36.18672563	79.77654215	-1.140504021	0.047520876	1	gsl09
AT5G38100.1	AT5G38100	833790	7.669982917	34.57708917	-2.172521153	0.006676206	0.850034699	methyltransferase
AT5G38100.2	AT5G38100	833790	7.257771511	33.50992517	-2.206989921	0.005647233	0.773960064	methyltransferase
AT5G38200.1	AT5G38200	833802	262.6975777	590.6619595	-1.168929803	0.008391576	0.976229616	hydrolase
AT5G38910.1	AT5G38910	833883	57.58259369	1.533653576	5.230588227	0.003601745	0.575207955	germin-like
AT5G39000.1	AT5G39000	833892	19.69993478	34.42531277	-0.805278909	0.046351117	1	kinase
AT5G39020.1	AT5G39020	833894	47.12858527	92.13463487	-0.967141216	0.004185631	0.630413866	kinase
AT5G39050.1	AT5G39050	833897	51.21681411	11.51759148	2.152778458	1.51E-05	0.010980989	"transferase/ transferase, transferring acyl groups other than amino-acyl groups"
AT5G39610.1	AT5G39610	833957	41.80175254	19.93449039	1.068296704	0.025175907	1	NAC6
AT5G39760.1	AT5G39760	833972	84.69002346	49.30414235	0.780483168	0.007647232	0.928975735	HB23
AT5G40060.1	AT5G40060	834003	20.35606136	36.25303376	-0.832643284	0.024927279	1	ATP binding
AT5G40590.1	AT5G40590	834057	126.8686777	26.46670471	2.261085444	0.000426272	0.15163673	DC1
AT5G40780.1	AT5G40780	834078	575.7587281	236.1084445	1.286014736	0.027192704	1	LTH1
AT5G40780.2	AT5G40780	834078	575.6567609	236.1084445	1.285759211	0.027184351	1	LTH1
AT5G42530.1	AT5G42530	834260	13.93413614	5.309656079	1.391933243	0.009006094	1	-
AT5G42830.1	AT5G42830	834294	241.1456689	129.9611917	0.89182402	0.04793145	1	transferase
AT5G43450.1	AT5G43450	834365	13.58752404	1.761968054	2.947022915	1.70E-07	0.000419068	2-oxoglutarate-dependent dioxygenase
AT5G43770.1	AT5G43770	834399	162.6214622	327.1119093	-1.008266613	0.005938171	0.788584787	proline-rich
AT5G43780.1	AT5G43780	834400	4386.631387	8223.748073	-0.906682589	0.019807435	1	APS4
AT5G44574.1	AT5G44574	5008299	14.38142635	38.21612012	-1.409974547	0.002005775	0.409207684	-
AT5G44680.1	AT5G44680	834497	56.07389904	111.1846686	-0.987556572	0.006437256	0.833939718	methyladenine glycosylase
AT5G44990.1	AT5G44990	834530	8.098792264	1.30986387	2.628289897	0.039745023	1	-
AT5G44990.2	AT5G44990	834530	8.098792264	1.30986387	2.628289897	0.043030784	1	-
AT5G44990.3	AT5G44990	834530	8.098792264	1.30986387	2.628289897	0.035441225	1	-
AT5G45120.1	AT5G45120	834548	3.135666389	15.90162636	-2.342330346	0.004776944	0.686009915	protease
AT5G45680.1	AT5G45680	834607	4.523769943	8.59603492	-0.926145781	0.049795358	1	FKBP13
AT5G45850.1	AT5G45850	834625	10.17095013	21.1244777	-1.054461215	0.022997017	1	-
AT5G46370.1	AT5G46370	834680	1.694543518	7.472634524	-2.140720277	0.043996729	1	KCO2
AT5G47000.1	AT5G47000	834746	7.543922691	26.74947674	-1.826123874	0.014382814	1	peroxidase
AT5G47450.1	AT5G47450	834794	203.5288183	729.3780771	-1.841433753	0.041616826	1	TIP2;3
AT5G47560.1	AT5G47560	834806	212.8700473	556.2397377	-1.38573385	0.000170613	0.081043361	TDT
AT5G47900.1	AT5G47900	834841	2.109864865	6.930588974	-1.715827362	0.01625241	1	-
AT5G47900.4	AT5G47900	834841	2.109864865	6.815180405	-1.691601249	0.01922515	1	-
AT5G47900.6	AT5G47900	834841	2.109864865	6.037752299	-1.516860972	0.044182595	1	-
AT5G47900.7	AT5G47900	834841	2.109864865	6.930588974	-1.715827362	0.015943967	1	-
AT5G48175.1	AT5G48175	834870	26.23383427	6.084578131	2.10819954	0.000195756	0.090661721	-
AT5G48180.1	AT5G48180	834871	409.7262795	204.7071582	1.001098877	0.000232293	0.101255227	NSP5
AT5G48430.1	AT5G48430	834898	139.1560746	37.84348398	1.87858707	0.001182152	0.277966884	aspartic-type endopeptidase
AT5G48570.1	AT5G48570	834913	584.2296657	376.2258305	0.634936713	0.011677842	1	FK506-binding
AT5G48850.1	AT5G48850	834943	210.9907988	32.45226916	2.700788821	8.00E-05	0.04425159	SDI1
AT5G49480.1	AT5G49480	835008	925.6762703	582.603888	0.66799241	0.012548551	1	ATCP1
AT5G49690.1	AT5G49690	835032	8.563081197	2.391189524	1.840401524	0.049905654	1	glucosyl transferase
AT5G50130.1	AT5G50130	835078	44.26737558	25.60586776	0.789769393	0.015820502	1	SDR
AT5G50130.2	AT5G50130	835078	43.69900543	25.39857541	0.782852866	0.01611143	1	SDR
AT5G50160.1	AT5G50160	835081	26.28928777	11.9949688	1.132045652	0.008331298	0.976229616	FRO8
AT5G50200.1	AT5G50200	835085	437.8178716	196.4761836	1.155976403	0.003558671	0.575207955	WR3
AT5G50200.2	AT5G50200	835085	437.9206591	196.5728023	1.155605786	0.003596129	0.575207955	WR3
AT5G50200.3	AT5G50200	835085	437.7148678	196.4761836	1.155636946	0.003587858	0.575207955	WR3
AT5G50760.1	AT5G50760	835148	62.85369562	202.3358262	-1.686682312	0.049493525	1	auxin-responsive
AT5G51440.1	AT5G51440	835218	121.8766227	48.68064067	1.324001367	0.000355408	0.135852221	HSP23.5-M
AT5G51500.1	AT5G51500	835224	114.4084696	46.28535948	1.305566026	0.000511486	0.161974804	pectinesterase
AT5G51870.1	AT5G51870	835262	3.356004551	23.19248575	-2.788840878	0.001606732	0.352254566	AGL71
AT5G51870.2	AT5G51870	835262	3.045760348	16.37514337	-2.426633204	0.008104981	0.955349144	AGL71
AT5G51870.3	AT5G51870	835262	3.356004551	25.74875642	-2.939686179	0.000771827	0.219976676	AGL71
AT5G52300.1	AT5G52300	835306	6.439870205	0.904599068	2.831681197	0.008894065	1	RD29B
AT5G52300.2	AT5G52300	835306	6.439870205	0.904599068	2.831681197	0.008894065	1	RD29B
AT5G52310.1	AT5G52310	835307	229.4431237	88.57799559	1.373116314	0.000809441	0.225493351	RD29A
AT5G52570.2	AT5G52570	835334	12.22410848	6.221446147	0.974407379	0.042707236	1	CHY2
AT5G52640.1	AT5G52640	835341	1137.075272	649.9033011	0.80703078	0.00343772	0.567239354	HSP83
AT5G52790.1	AT5G52790	835356	271.3797736	909.6660924	-1.74502388	0.016328693	1	CBS
AT5G53190.1	AT5G53190	835400	2.773761502	17.8099493	-2.682767759	0.001034602	0.255812366	nodulin MtN3
AT5G53200.1	AT5G53200	835401	9.77016667	20.90261686	-1.09722849	0.034852671	1	TRY
AT5G53210.1	AT5G53210	835402	0.101967203	0.819849508	-3.007253918	0.048877697	1	SPCH
AT5G55570.1	AT5G55570	835651	1.032503806	0	Inf	0.032559248	1	-
AT5G55770.1	AT5G55770	835671	18.62275449	6.518209472	1.514518857	0.030378467	1	DC1
AT5G57123.1	AT5G57123	835817	10.90175304	3.910531426	1.479123562	0.017138774	1	-
AT5G57220.1	AT5G57220	835828	133.4400751	50.77041836	1.394131952	0.006029536	0.795019053	CYP81F2
AT5G59260.1	AT5G59260	836044	11.57513214	26.96438726	-1.220026587	0.008405097	0.976229616	kinase
AT5G59590.1	AT5G59590	836078	19.07966092	37.1640297	-0.96187141	0.017319157	1	UGT76E2
AT5G60250.1	AT5G60250	836147	29.65679046	11.34329722	1.386522416	0.005433763	0.749399546	zinc finger
AT5G61010.1	AT5G61010	836222	376.0726402	251.5532064	0.580147774	0.040426184	1	EXO70E2
AT5G61010.2	AT5G61010	836222	377.6122328	252.9667164	0.577957924	0.041065308	1	EXO70E2
AT5G61820.1	AT5G61820	836304	1200.837291	760.4938031	0.659032287	0.013361339	1	-
AT5G61890.1	AT5G61890	836310	3.739458354	0.631346979	2.566324303	0.019603701	1	AP2
AT5G62420.1	AT5G62420	836363	9.356088737	21.01333967	-1.167328019	0.035343407	1	aldo/keto reductase
AT5G63160.1	AT5G63160	836437	494.0004409	1011.218369	-1.033510341	0.009441938	1	BT1
AT5G63790.1	AT5G63790	836499	1045.779064	551.4007434	0.923404976	0.000136907	0.065877316	ANAC102
AT5G64060.1	AT5G64060	836527	65.91711373	39.4144841	0.741927183	0.020838488	1	anac103
AT5G64110.1	AT5G64110	836532	51.64460734	11.59288806	2.155377693	0.007777931	0.935649742	peroxidase
AT5G64250.1	AT5G64250	836546	489.0048393	347.4899609	0.492877444	0.048239866	1	NPD
AT5G64250.2	AT5G64250	836546	521.7093863	371.7569517	0.488886669	0.04779688	1	NPD
