Locus ID	Transcript ID	Entrez Arabidopsis ID	rbohD_shoot_log2FoldChange	rbohD_shoot_pval	rbohD_shoot_padj	rbohD_shoot_bsaeMean_FL	rbohD_shoot_baseMean_GC	Symbol
AT5G36180	AT5G36180.1	833615	-3.276105156	0.005822802	1	7.162576923	0.739372644	scpl1
AT5G38200	AT5G38200.1	833802	-2.163896467	0.0001849	0.159771971	65.52318253	14.6216788	hydrolase
AT5G39410	AT5G39410.1	833937	-0.548366016	0.045841172	1	569.8425205	389.6549815	binding
AT5G39660	AT5G39660.1	833962	0.507026047	0.049688846	1	453.3387949	644.2477857	CDF2
AT5G39660	AT5G39660.2	833962	0.516774856	0.048244729	1	439.1686893	628.3420172	CDF2
AT5G40690	AT5G40690.1	834069	0.976594769	0.047264011	1	27.66137516	54.4324755	-
AT5G41080	AT5G41080.1	834110	-0.829466337	0.003102855	1	1144.908544	644.2828165	glycerophosphoryl diester phosphodiesterase
AT5G41080	AT5G41080.2	834110	-0.837884964	0.002537384	0.983994628	1089.689847	609.6413239	glycerophosphoryl diester phosphodiesterase
AT5G41120	AT5G41120.1	834114	-0.571329066	0.030716144	1	194.3163367	130.7742169	lipase
AT5G42330	AT5G42330.1	834239	-1.049043221	0.012758705	1	56.29560641	27.2070231	-
AT5G42830	AT5G42830.1	834294	1.417922646	0.006929633	1	118.5028106	316.640089	transferase
AT5G43030	AT5G43030.1	834318	-2.476576041	0.024515761	1	5.127566216	0.921271429	DC1
AT5G43530	AT5G43530.1	834373	-1.072941926	0.018854304	1	30.28467579	14.39578081	helicase
AT5G45840	AT5G45840.1	834624	-1.401505106	#################	0.10632288	263.542607	99.75984409	kinase
AT5G45840	AT5G45840.2	834624	-1.325543065	0.000199148	0.164079233	300.023968	119.7092548	kinase
AT5G47050	AT5G47050.1	834751	0.568192525	0.022398673	1	145.5424784	215.7907178	protein binding
AT5G47470	AT5G47470.1	834797	Inf	0.028137953	1	0	2.827566831	nodulin MtN21
AT5G47570	AT5G47570.1	834807	0.374989784	0.029006265	1	614.189311	796.4993526	-
AT5G48820	AT5G48820.1	834940	-1.079996717	0.014505787	1	37.78991312	17.87575881	KRP3
AT5G48820	AT5G48820.2	834940	-1.021593061	0.010911022	1	49.07965376	24.17527013	KRP3
AT5G48940	AT5G48940.1	834952	-1.710313308	0.006806189	1	10.53634986	3.219842107	kinase
AT5G49080	AT5G49080.1	834967	-4.127705713	0.009153661	1	4.872566163	0.27873693	transposable element gene
AT5G49410	AT5G49410.1	835001	-0.735199347	0.046907379	1	56.97988199	34.22981006	-
AT5G50720	AT5G50720.1	835144	-0.648508386	0.036005654	1	43.14235392	27.52221356	HVA22E
AT5G51060	AT5G51060.1	835179	-2.043059434	0.001143232	0.595623851	36.84931461	8.941435371	RHD2
AT5G52000	AT5G52000.1	835275	-2.548202385	0.022849578	1	10.02258561	1.713540691	IMPA-8
AT5G53290	AT5G53290.1	835410	-0.947015416	0.043160562	1	62.09997346	32.21153107	CRF3
AT5G55520	AT5G55520.1	835646	-0.519873961	0.047836012	1	365.9753338	255.2431874	-
AT5G55520	AT5G55520.2	835646	-0.519873961	0.047837619	1	365.9753338	255.2431874	-
AT5G58660	AT5G58660.1	835980	-0.718983024	0.012510341	1	249.0763345	151.3202357	oxidoreductase
AT5G59090	AT5G59090.1	836026	-2.210790594	#################	0.10632288	24.58096591	5.309879451	SBT4.12
AT5G59090	AT5G59090.2	836026	-2.210790594	#################	0.10632288	24.58096591	5.309879451	SBT4.12
AT5G59090	AT5G59090.3	836026	-2.210790594	#################	0.10632288	24.58096591	5.309879451	SBT4.12
AT5G59320	AT5G59320.1	836051	-1.665511549	0.000815115	0.493073323	18.17203413	5.728416796	LTP3
AT5G59510	AT5G59510.1	836070	-1.80490281	0.016719874	1	7.596694529	2.174176405	RTFL5
AT5G59590	AT5G59590.1	836078	-1.791323463	0.015259244	1	13.41926733	3.876918848	UGT76E2
AT5G60840	AT5G60840.1	836205	0.581145054	0.036683455	1	148.4939092	222.1522588	-
AT5G61290	AT5G61290.1	836250	-0.695411525	0.041763479	1	119.3411358	73.69710674	FMO
AT5G61320	AT5G61320.1	836253	-2.138063666	0.020542658	1	44.81016098	10.18017416	CYP89A3
AT5G62310	AT5G62310.1	836352	-2.701392501	0.015142172	1	6.622084137	1.018109574	IRE
AT5G63790	AT5G63790.1	836499	0.62711436	0.011106073	1	1059.907579	1636.998309	ANAC102
AT5G63810	AT5G63810.1	836501	-0.66842393	0.009500581	1	1388.423975	873.5875809	BGAL10
AT5G63820	AT5G63820.1	836502	-1.094754073	0.019178232	1	33.021516	15.46119985	-
AT5G64000	AT5G64000.1	836521	0.89628533	0.005915959	1	75.14214447	139.8596233	SAL2
AT5G64100	AT5G64100.1	836531	1.189200462	0.035890425	1	47.62928051	108.6073035	peroxidase
AT5G64400	AT5G64400.1	836561	0.341957577	0.031476663	1	1332.469298	1688.871857	-
AT5G64400	AT5G64400.2	836561	0.345163355	0.030673937	1	1197.143624	1520.72533	-
AT5G64780	AT5G64780.1	836599	0.674748004	0.022951574	1	77.50347374	123.7201839	-
AT5G64905	AT5G64905.1	836614	2.468550134	0.023311511	1	4.061699808	22.48099136	PROPEP3
AT5G65690	AT5G65690.1	836696	-1.79475076	0.027463155	1	7.353502586	2.11943663	PEPCK
AT5G65980	AT5G65980.1	836728	3.207610802	0.023389676	1	1.516263713	14.00753793	auxin efflux carrier
AT5G66200	AT5G66200.1	836752	0.448356255	0.039155864	1	569.2811055	776.7753784	ARO2
AT5G66320	AT5G66320.1	836764	0.588334782	0.011444895	1	184.2461802	277.0160355	zinc finger
AT5G66320	AT5G66320.2	836764	0.6047421	0.010413489	1	179.4867867	272.9467921	zinc finger
AT5G66580	AT5G66580.1	836790	0.672033968	0.024791966	1	42.61301497	67.89607127	-
AT5G67400	AT5G67400.1	836876	-1.925784358	0.019602055	1	10.37872375	2.731650265	PRXR11
AT5G67420	AT5G67420.1	836878	0.602558398	0.006294372	1	1291.964609	1961.727901	LBD37
AT5G67450	AT5G67450.1	836881	1.744063579	0.000172625	0.155215009	19.01396364	63.69247285	AZF1
