Locus ID	Transcript ID	Entrez Arabidopsis ID	Col_Root_baseMeanB_GC	Col_Root_baseMeanA_FL	Col_Root_log2FoldChange	Col_Root_pval	Col_Root_padj	Symbol
AT3G20360	AT3G20360.1	821580	95.88284586	11.26712195	3.089153686	6.75E-05	0.030272045	MATH
AT3G21080	AT3G21080.1	821660	20.35815903	5.738066801	1.826970437	0.009942395	0.779593824	ABC
AT3G21260	AT3G21260.1	821680	66.56421115	95.89723102	-0.526742451	0.047562559	1	GLTP3
AT3G21260	AT3G21260.3	821680	79.94707198	124.8223873	-0.642759607	0.013905388	0.952331487	GLTP3
AT3G21351	AT3G21351.1	10723059	55.72565034	27.49938	1.018942456	0.008589928	0.720910528	-
AT3G21352	AT3G21352.1	5008018	14.55286723	2.808278621	2.37354544	0.02089945	1	-
AT3G21370	AT3G21370.1	821691	11.51767682	5.884109347	0.968953784	0.033308656	1	BGLU19
AT3G21600	AT3G21600.1	821714	151.6380099	89.61434184	0.758829883	0.017566676	1	senescence/dehydration-associated
AT3G21600	AT3G21600.2	821714	150.2555265	89.39952645	0.74907896	0.018706284	1	senescence/dehydration-associated
AT3G21720	AT3G21720.1	821726	139.2911076	13.11901294	3.408372077	0.012016292	0.866044803	ICL
AT3G21781	AT3G21781.1	28719298	1.78894932	0.284554209	2.652337091	0.033237457	1	other RNA
AT3G22370	AT3G22370.1	821806	577.9717321	396.7447753	0.542787709	0.018263831	1	AOX1A
AT3G22550	AT3G22550.1	821826	185.0656245	108.5540278	0.769623686	0.006266791	0.607779523	senescence-associated
AT3G23120	AT3G23120.1	821887	21.5924751	6.16688161	1.807915571	0.022535728	1	RLP38
AT3G23150	AT3G23150.1	821891	206.8768123	134.0351758	0.626160283	0.015789695	1	ETR2
AT3G23510	AT3G23510.1	821931	601.8029533	1493.978982	-1.31179676	0.040544989	1	CPA-FA synthase
AT3G23560	AT3G23560.1	821935	382.8465521	248.0569249	0.626095032	0.011376762	0.836351281	ALF5
AT3G23730	AT3G23730.1	821955	724.6288534	1072.825199	-0.566100872	0.0278122	1	glucosyl transferase
AT3G25190	AT3G25190.1	822112	1084.413661	358.6561474	1.596241929	0.000197765	0.067307827	nodulin
AT3G25240	AT3G25240.1	822118	10.5619605	3.114366209	1.76186715	0.031814671	1	-
AT3G25570	AT3G25570.1	822144	94.15706878	50.60252562	0.895860015	0.008845999	0.73632068	adenosylmethionine decarboxylase
AT3G25570	AT3G25570.2	822144	93.81136995	49.95899619	0.909018299	0.008322744	0.704291332	adenosylmethionine decarboxylase
AT3G25572	AT3G25572.1	N/A	94.04183584	50.60252562	0.89409331	0.008979989	0.741747071	CPuORF11
AT3G25730	AT3G25730.1	822164	177.1695483	69.63243148	1.34729935	1.39E-05	0.008942621	AP2
AT3G25790	AT3G25790.1	822170	114.3014844	301.7229366	-1.400380233	0.03208723	1	myb
AT3G26040	AT3G26040.1	822201	81.90279073	124.6100602	-0.605436032	0.042764766	1	transferase
AT3G26180	AT3G26180.1	822219	6.106637723	1.672200403	1.868630503	0.005317169	0.549733115	CYP71B20
AT3G26180	AT3G26180.2	822219	5.745222919	1.672200403	1.780615115	0.009620134	0.768711468	CYP71B20
AT3G26200	AT3G26200.1	822221	15.75378685	0.80270786	4.294679826	3.10E-10	2.85E-06	CYP71B22
AT3G26220	AT3G26220.1	822223	25.80851042	8.29452246	1.637616048	0.002186963	0.312146408	CYP71B3
AT3G26230	AT3G26230.1	822224	7.072173654	2.567758055	1.461644428	0.024604847	1	CYP71B24
AT3G26290	AT3G26290.1	822232	152.1410149	244.9034644	-0.686804048	0.043841888	1	CYP71B26
AT3G26300	AT3G26300.1	822234	152.1072966	275.4284783	-0.856588375	0.000503625	0.127667101	CYP71B34
AT3G26520	AT3G26520.1	822259	10288.71913	17777.85255	-0.789017678	0.011552628	0.845896318	TIP2
AT3G26820	AT3G26820.1	822297	10.53653125	2.414128414	2.125825668	0.041321018	1	lipase
AT3G26960	AT3G26960.1	822314	25.19023089	16.13314752	0.642836415	0.033170498	1	-
AT3G27150	AT3G27150.1	822334	408.2705407	251.9188532	0.696566377	0.049163086	1	F-box
AT3G27950	AT3G27950.1	822419	68.72935249	14.28965635	2.265955146	0.004241958	0.47828723	early nodule-specific
AT3G28070	AT3G28070.1	822431	2.843410863	0.429630781	2.726453314	0.017183779	1	nodulin MtN21
AT3G28070	AT3G28070.2	822431	2.534635446	0.429630781	2.560608997	0.032008475	1	nodulin MtN21
AT3G28070	AT3G28070.3	822431	2.689023154	0.429630781	2.645912914	0.023042182	1	nodulin MtN21
AT3G28080	AT3G28080.1	822432	5.68303427	1.935375903	1.554047611	0.030857003	1	nodulin MtN21
AT3G28080	AT3G28080.2	822432	5.68303427	1.935375903	1.554047611	0.031194485	1	nodulin MtN21
AT3G28080	AT3G28080.3	822432	5.240361753	1.689712442	1.63288866	0.025370601	1	nodulin MtN21
AT3G28160	AT3G28160.1	3768969	333.489989	571.2783312	-0.776550355	0.00129896	0.234345583	transposable element gene
AT3G28170	AT3G28170.1	822443	53.17821479	88.74005431	-0.73875009	0.022712269	1	-
AT3G28345	AT3G28345.1	822463	210.2890404	721.9721242	-1.779569472	0.01168947	0.852519559	ABC
AT3G28510	AT3G28510.1	822481	44.41978327	0.602450373	6.204216139	9.68E-05	0.037466596	AAA-type ATPase
AT3G28580	AT3G28580.1	822488	43.13261362	16.14190168	1.417968586	0.013372346	0.933762712	AAA-type ATPase
AT3G28600	AT3G28600.1	822490	13.65401461	4.630748669	1.560007838	0.048233533	1	ATP binding
AT3G29078	AT3G29078.1	3768985	0	2.349632808	-	0.020564551	1	transposable element gene
AT3G29670	AT3G29670.1	822645	22.11767773	10.27596473	1.105926073	0.006448577	0.615956872	transferase
AT3G29767	AT3G29767.1	3769036	1.926769672	10.09408634	-2.389254306	0.016707507	1	transposable element gene
AT3G30720	AT3G30720.1	822807	2.289306206	6.063190584	-1.405166728	0.007918101	0.68805119	QQS
AT3G44300	AT3G44300.1	823555	693.5000312	286.5479062	1.275119593	0.000157926	0.056358032	NIT2
AT3G44705	AT3G44705.1	3769640	16.9687942	34.97398769	-1.043398249	0.046110958	1	transposable element gene
AT3G44970	AT3G44970.1	823632	23.68595007	5.32121057	2.154205141	0.00011179	0.04109051	CYP
AT3G45650	AT3G45650.1	823707	391.7770938	636.0237138	-0.699047507	0.031315526	1	NAXT1
AT3G47040	AT3G47040.1	823857	31.30455298	84.22541725	-1.42788317	0.048986972	1	hydrolase
AT3G47380	AT3G47380.1	823892	46.92993744	4.312446605	3.443930038	1.66E-10	2.03E-06	invertase
AT3G47420	AT3G47420.1	823896	538.6690046	210.1053797	1.358285952	2.10E-05	0.012359027	glycerol 3-phosphate permease
AT3G47480	AT3G47480.1	823902	17.63994614	0.874940564	4.333517331	1.83E-06	0.001979858	calcium-binding EF hand
AT3G47510	AT3G47510.1	823905	245.0572003	88.16886105	1.474777408	1.83E-07	0.000293062	-
AT3G47540	AT3G47540.1	823908	211.0072673	84.97182214	1.31223628	2.98E-06	0.003039678	chitinase
AT3G47540	AT3G47540.2	823908	183.6758597	73.65782157	1.318251392	8.94E-06	0.006320001	chitinase
AT3G48460	AT3G48460.1	824005	50.89037206	28.13817752	0.854863849	0.049137063	1	lipase
AT3G48640	AT3G48640.1	824024	1.76551053	0	Inf	0.008927602	0.739080756	-
AT3G48740	AT3G48740.1	824035	67.0443824	217.6878605	-1.699072597	1.63E-06	0.001821258	nodulin MtN3
AT3G48850	AT3G48850.1	824046	13.47874225	4.202594708	1.681333643	0.049844065	1	mitochondrial phosphate transporter
AT3G49570	AT3G49570.1	824119	25.76658134	7.558703812	1.769290373	0.001763731	0.283064122	LSU3
AT3G49580	AT3G49580.1	824120	66.21756736	11.36501015	2.542615039	0.001563369	0.26727785	LSU1
AT3G49580	AT3G49580.2	824120	67.14166226	11.61469495	2.531256991	0.001615507	0.268693121	LSU1
AT3G50120	AT3G50120.1	824174	43.66698117	68.93589871	-0.658712673	0.040989429	1	-
AT3G50280	AT3G50280.1	824190	44.65198422	77.9010347	-0.802918204	0.049181439	1	transferase
AT3G50610	AT3G50610.1	824224	33.47574573	12.59281661	1.410515191	0.019189689	1	-
AT3G51895	AT3G51895.1	824353	11.8327535	5.385757268	1.135564716	0.019607702	1	SULTR3;1
AT3G51910	AT3G51910.1	824354	139.9416913	229.0006002	-0.710525546	0.011787315	0.856257612	HSFA7A
AT3G52060	AT3G52060.1	824369	1254.002573	1753.315518	-0.483545332	0.037837884	1	-
AT3G52060	AT3G52060.2	824369	1170.844683	1621.363704	-0.469658043	0.044000015	1	-
AT3G52340	AT3G52340.1	824399	163.3479987	101.1529257	0.691410731	0.042569773	1	SPP2
AT3G52340	AT3G52340.2	824399	157.2778367	98.39315768	0.676685485	0.045104063	1	SPP2
AT3G52340	AT3G52340.3	824399	162.5332404	99.84463863	0.702977934	0.039539184	1	SPP2
AT3G53150	AT3G53150.1	824481	30.77223554	7.941300391	1.954182083	0.001369698	0.240001321	UGT73D1
AT3G53230	AT3G53230.1	824489	696.9292196	506.9981232	0.459031736	0.049728794	1	CDC48
AT3G53280	AT3G53280.1	824495	6.043327342	1.270618225	2.249812471	0.000424776	0.111524812	CYP71B5
AT3G53420	AT3G53420.1	824510	11633.90475	18123.64611	-0.639537828	0.005737856	0.573582541	PIP2A
AT3G53420	AT3G53420.2	824510	11635.67026	18124.98153	-0.639425207	0.005746021	0.573582541	PIP2A
AT3G54420	AT3G54420.1	824608	122.7793774	71.32015484	0.783686519	0.045209992	1	CHIV
AT3G56000	AT3G56000.1	824766	138.3024486	237.8107335	-0.781987133	0.004686762	0.51119087	CSLA14
AT3G56240	AT3G56240.1	824790	3190.533358	1857.308739	0.780583964	0.000736098	0.166424692	CCH
AT3G56400	AT3G56400.1	824807	89.90424458	38.30556244	1.230835326	0.029107084	1	WRKY70
AT3G57520	AT3G57520.1	824919	5649.012573	8619.935213	-0.609678314	0.038607522	1	SIP2
AT3G57520	AT3G57520.2	824919	5596.482449	8533.281105	-0.608580238	0.038972753	1	SIP2
AT3G57520	AT3G57520.3	824919	5541.708674	8456.160273	-0.60967185	0.038677543	1	SIP2
AT3G57920	AT3G57920.1	824961	95.35589629	165.2589451	-0.793334309	0.003824354	0.446629295	SPL15
AT3G58740	AT3G58740.1	825043	4.729554046	0.571296721	3.049392002	0.014780838	0.973905161	CSY1
AT3G59140	AT3G59140.1	825083	548.0531747	351.8957885	0.639167629	0.004266762	0.478635945	MRP14
AT3G59900	AT3G59900.1	825160	81.98975911	37.92897532	1.112143325	0.000361183	0.104535593	ARGOS
AT3G60120	AT3G60120.1	825182	22.86676573	0.606471713	5.236668159	0.010511042	0.799905531	BGLU27
AT3G60140	AT3G60140.1	825184	146.3988832	1.681975345	6.443604179	0.001065372	0.215160919	SRG2
AT3G60270	AT3G60270.1	825198	16.61602361	0.891025922	4.220963957	0.000407405	0.109669092	uclacyanin
AT3G60420	AT3G60420.1	825213	21.7381014	1.853978965	3.55152916	8.87E-07	0.001207884	-
AT3G60420	AT3G60420.2	825213	17.67441065	1.497192052	3.56133091	1.64E-06	0.001821258	-
AT3G60470	AT3G60470.1	825218	18.76091063	1.765966486	3.409199987	8.26E-05	0.032662045	-
AT3G60490	AT3G60490.1	825220	109.7967093	67.82349714	0.694977736	0.03947476	1	AP2
AT3G60520	AT3G60520.1	825223	49.19216955	80.2086224	-0.70532865	0.019026111	1	-
AT3G61060	AT3G61060.1	825278	431.6907784	696.4602356	-0.69004271	0.009087021	0.745863437	PP2-A13
AT3G61060	AT3G61060.2	825278	431.6907784	696.4602356	-0.69004271	0.009131282	0.745863437	PP2-A13
AT3G61430	AT3G61430.1	825316	6540.152034	10216.30335	-0.64347719	0.006137586	0.598483976	PIP1A
AT3G61430	AT3G61430.2	825316	6540.30937	10216.44161	-0.643462008	0.006138381	0.598483976	PIP1A
AT3G62090	AT3G62090.1	825382	295.8105794	187.6969415	0.656268508	0.021640263	1	PIL2
AT3G62090	AT3G62090.2	825382	296.486666	188.7595652	0.65141747	0.022484174	1	PIL2
AT3G62090	AT3G62090.3	825382	277.0252978	176.9300544	0.646838595	0.024342544	1	PIL2
AT4G00050	AT4G00050.1	828175	13.27676976	5.027598025	1.400962971	0.038902316	1	UNE10
AT4G00390	AT4G00390.1	828200	21.03092884	8.670754767	1.278283082	0.001268321	0.233098455	TF
AT4G00670	AT4G00670.1	828034	335.5266541	215.1768293	0.640904644	0.026459536	1	DNA binding
AT4G00780	AT4G00780.1	828009	128.4246212	68.10506521	0.915087813	0.011090794	0.825231383	MATH
AT4G01060	AT4G01060.1	827917	16.52638218	4.719171221	1.808165515	0.000635097	0.153580612	ETC3
AT4G01060	AT4G01060.2	827917	16.6573311	4.861448326	1.776699174	0.000704629	0.162162523	ETC3
AT4G01060	AT4G01060.3	827917	16.52638218	4.861448326	1.765312845	0.000777595	0.171150017	ETC3
AT4G01380	AT4G01380.1	826657	25.65500479	12.74466756	1.009346553	0.018449785	1	plastocyanin-like
AT4G01390	AT4G01390.1	828075	383.5609758	147.2995927	1.380702504	0.002083434	0.304142932	-
AT4G01430	AT4G01430.1	826685	327.5593188	111.2786719	1.557579087	0.003477268	0.424631052	nodulin MtN21
AT4G01430	AT4G01430.2	826685	265.8735732	96.0909143	1.468268455	0.004959914	0.533074715	nodulin MtN21
AT4G01440	AT4G01440.1	826697	749.1414833	441.0038794	0.764446866	0.027680387	1	nodulin MtN21
AT4G01630	AT4G01630.1	827983	199.3117633	104.1199253	0.936780677	0.010020867	0.78037499	HEXP ALPHA 1.13
AT4G01700	AT4G01700.1	828131	442.2394304	198.5460188	1.15535423	2.39E-05	0.012898882	chitinase
AT4G01870	AT4G01870.1	828228	857.3088407	402.7979992	1.089758504	0.00420197	0.475236323	tolB
AT4G01970	AT4G01970.1	828186	294.0982206	106.2492539	1.468845345	0.007559962	0.669594003	STS
AT4G02280	AT4G02280.1	828081	177.9400777	62.01406425	1.520724139	0.000738015	0.166424692	SUS3
AT4G02780	AT4G02780.1	828182	2.294215392	5.464660777	-1.252131097	0.018360294	1	GA1
AT4G03960	AT4G03960.1	825706	200.4667142	117.3233948	0.772871987	0.00521266	0.544323119	tyrosine specific phosphatase
AT4G04610	AT4G04610.1	825793	3106.335913	1723.626863	0.849766361	0.000181775	0.064245051	PRH19
AT4G04620	AT4G04620.1	825794	343.3981169	228.40041	0.588316888	0.033518365	1	G8B
AT4G04620	AT4G04620.2	825794	338.2544169	223.8135905	0.59581113	0.031896621	1	G8B
AT4G04700	AT4G04700.1	825805	130.9011497	87.63850318	0.578841019	0.047907601	1	CPK27
AT4G04710	AT4G04710.1	825806	23.43270053	4.002642804	2.549498449	0.015884217	1	CPK22
AT4G04750	AT4G04750.1	825811	145.135943	261.5056904	-0.849437492	0.001059181	0.215095574	carbohydrate transmembrane transporter/ sugar:hydrogen symporter
AT4G04810	AT4G04810.1	825818	274.693077	163.0107118	0.752853781	0.017187271	1	SeIR
AT4G04830	AT4G04830.1	825820	4207.367682	2509.27244	0.745648783	0.006185842	0.601515825	SeIR
AT4G04830	AT4G04830.2	825820	4027.315113	2409.33286	0.741184637	0.006344001	0.6120379	SeIR
AT4G04840	AT4G04840.1	825821	164.832496	338.9872309	-1.040230239	0.000700646	0.162162523	SeIR
AT4G04890	AT4G04890.1	825828	268.7131513	156.9839209	0.775450133	0.018061099	1	PDF2
AT4G05150	AT4G05150.1	825863	961.6216869	1339.433238	-0.478081337	0.043291909	1	PB1
AT4G07960	AT4G07960.1	826301	125.5529177	65.78865223	0.932384893	0.001449499	0.248968447	CSLC12
AT4G08570	AT4G08570.1	826418	118.9719027	66.33990078	0.842672137	0.038710523	1	CCH
AT4G09430	AT4G09430.1	826526	16.82027864	28.20445602	-0.745721507	0.033676707	1	TIR-NBS-LRR
AT4G09432	AT4G09432.1	10723070	17.46297102	28.13593953	-0.68811511	0.044337465	1	-
AT4G10500	AT4G10500.1	826642	88.90452833	21.35591495	2.057621196	0.001431532	0.247428792	oxidoreductase
AT4G10770	AT4G10770.1	826672	315.7139372	457.4310017	-0.534936196	0.029475252	1	OPT7
AT4G11170	AT4G11170.1	826718	52.40355597	10.30126495	2.346843207	0.026809814	1	TIR-NBS-LRR
AT4G11650	AT4G11650.1	826770	1130.963497	562.7005828	1.007113003	0.044173707	1	OSM34
AT4G12430	AT4G12430.1	826855	53.15619441	89.69572998	-0.754801484	0.019160803	1	trehalose-6-phosphate phosphatase
AT4G12432	AT4G12432.1	N/A	53.15619441	89.69572998	-0.754801484	0.019160803	1	CPuORF26
AT4G12550	AT4G12550.1	826868	660.0715773	2671.429865	-2.016917759	0.023584998	1	AIR1
AT4G12690	AT4G12690.1	826881	39.66364701	60.32720286	-0.604991354	0.046409794	1	-
AT4G12690	AT4G12690.2	826881	39.66364701	60.32720286	-0.604991354	0.045548629	1	-
AT4G12970	AT4G12970.1	826909	1.047455555	0	Inf	0.026132877	1	-
AT4G13180	AT4G13180.1	826932	373.8013583	219.6896727	0.766804759	0.00749224	0.666809322	SDR
AT4G13260	AT4G13260.1	826956	9.589659474	3.629260142	1.401804115	0.00570567	0.573582541	YUC2
AT4G13495	AT4G13495.1	5008139	39.54572003	20.90276684	0.919827642	0.020628797	1	other RNA
AT4G13495	AT4G13495.2	5008139	38.42401275	21.27131218	0.853099159	0.026494237	1	other RNA
AT4G13500	AT4G13500.1	826982	4.168345678	0.986369598	2.079274685	0.00708427	0.65399254	-
AT4G13572	AT4G13572.1	7922478	1.44606412	0.138255765	3.386719979	0.030379482	1	-
AT4G13810	AT4G13810.1	827015	2.949541015	0.633298443	2.219533033	0.010402527	0.793289832	RLP47
AT4G14020	AT4G14020.1	827038	58.31102263	17.9010529	1.703724178	0.000446783	0.114841852	RALF
AT4G14060	AT4G14060.1	827042	366.7643217	175.432815	1.063934671	0.02894482	1	MLP
AT4G14130	AT4G14130.1	827051	1595.576443	2488.622991	-0.64126996	0.036517192	1	XTR7
AT4G14630	AT4G14630.1	827113	547.6290426	53.91043961	3.34456238	0.001261882	0.233098455	GLP9
AT4G15360	AT4G15360.1	827202	7.454453267	0	Inf	0.00565246	0.573582541	CYP705A3
AT4G15550	AT4G15550.1	827229	408.2410592	235.626329	0.792920534	0.007601871	0.671687435	IAGLU
AT4G15680	AT4G15680.1	827245	16.09848988	6.648182357	1.275893503	0.005696231	0.573582541	glutaredoxin
AT4G15700	AT4G15700.1	827247	9.78468927	3.000799011	1.705179343	0.001100953	0.218744535	glutaredoxin
AT4G15760	AT4G15760.1	827255	257.5905222	114.8421747	1.165426957	2.30E-05	0.012826746	MO1
AT4G15760	AT4G15760.2	827255	258.645566	115.1227075	1.167804031	2.06E-05	0.012359027	MO1
AT4G16260	AT4G16260.1	827320	2648.525482	1414.189089	0.905214356	0.007109789	0.65399254	hydrolase
AT4G16990	AT4G16990.1	827407	32.10984292	55.8330785	-0.798104498	0.038495162	1	RLM3
AT4G16990	AT4G16990.2	827407	32.23784365	56.0827633	-0.798802188	0.03818722	1	RLM3
AT4G16990	AT4G16990.3	827407	33.12613687	58.20180094	-0.813093827	0.034294507	1	RLM3
AT4G16990	AT4G16990.4	827407	33.28347276	58.20180094	-0.806257825	0.035545521	1	RLM3
AT4G16990	AT4G16990.5	827407	33.12613687	58.20180094	-0.813093827	0.034274046	1	RLM3
AT4G17030	AT4G17030.1	827411	351.5181374	165.7994601	1.084159821	0.000703722	0.162162523	EXPR
AT4G17340	AT4G17340.1	827446	1087.60932	3951.903926	-1.861387456	7.40E-06	0.005591295	TIP2;2
AT4G17718	AT4G17718.1	3770190	1.82502135	0	Inf	0.044754368	1	-
AT4G18170	AT4G18170.1	827542	17.22259254	5.237475329	1.717358882	0.028266327	1	WRKY28
AT4G18197	AT4G18197.1	3770303	64.0011969	138.7550989	-1.116369998	0.004588968	0.503512526	PUP7
AT4G18205	AT4G18205.1	3770304	37.41843546	93.00531151	-1.313563873	0.007145186	0.65399254	-
AT4G19810	AT4G19810.1	827725	513.6732457	312.9003264	0.71514777	0.021762069	1	hydrolase
AT4G19840	AT4G19840.1	827728	363.9130797	212.2557556	0.77779023	0.014992788	0.980587015	PP2A-1
AT4G20240	AT4G20240.1	827771	684.3718501	356.0533249	0.942687094	0.045042384	1	CYP71A27
AT4G20930	AT4G20930.1	827841	140.0146045	79.02317217	0.825229652	0.003506653	0.425392916	3-hydroxyisobutyrate dehydrogenase
AT4G21380	AT4G21380.1	827890	33.3652406	1.108640779	4.911482022	4.54E-08	9.82E-05	ARK3
AT4G21580	AT4G21580.1	828243	698.8983131	505.8539784	0.466361573	0.049430091	1	oxidoreductase
AT4G21580	AT4G21580.2	828243	698.5997622	505.1524686	0.467747254	0.049069073	1	oxidoreductase
AT4G21580	AT4G21580.3	828243	694.7626435	502.917675	0.466197927	0.0495869	1	oxidoreductase
AT4G21990	AT4G21990.1	828288	2670.353646	983.3647934	1.441232207	7.94E-10	4.86E-06	PRH26
AT4G21990	AT4G21990.2	828288	2642.238359	971.2489465	1.443847586	7.31E-10	4.86E-06	PRH26
AT4G22070	AT4G22070.1	828296	49.91736171	18.37221741	1.442015924	0.019890508	1	WRKY31
AT4G22517	AT4G22517.1	5008159	1.728494133	0.107407695	4.008346443	0.025353499	1	-
AT4G22530	AT4G22530.1	828348	177.7363835	99.29705941	0.839916139	0.00495044	0.533074715	embryo-abundant
AT4G22753	AT4G22753.1	N/A	2.080316864	6.153034237	-1.564494731	0.048105413	1	SMO1-3
AT4G23240	AT4G23240.1	828423	3.521201446	0.845619949	2.057986449	0.006685982	0.630145244	kinase
AT4G23250	AT4G23250.1	828424	38.04963594	14.84873347	1.357542769	0.000989213	0.205426545	EMB1290
AT4G23400	AT4G23400.1	828439	1244.403381	2464.276295	-0.985709801	0.000146337	0.052734516	PIP1D
AT4G23550	AT4G23550.1	828455	99.79019798	42.74903806	1.223006155	4.49E-05	0.022027608	WRKY29
AT4G23680	AT4G23680.1	828468	786.5519111	436.9820853	0.847967849	0.005620161	0.573582541	MLP
AT4G23700	AT4G23700.1	828470	275.5367323	61.64775738	2.160124342	0.019025891	1	CHX17
AT4G23870	AT4G23870.1	828486	85.54295801	140.5505918	-0.716368527	0.014784642	0.973905161	-
AT4G24040	AT4G24040.1	828504	43.06518452	14.56275725	1.564238478	0.002803697	0.374747219	TRE1
AT4G24860	AT4G24860.1	828589	39.94929657	19.67867755	1.021536829	0.016129567	1	AAA-type ATPase
AT4G25100	AT4G25100.1	828613	6806.661676	1859.789592	1.871807992	8.99E-09	2.77E-05	FSD1
AT4G25100	AT4G25100.2	828613	6815.855687	1861.720792	1.872258066	8.95E-09	2.77E-05	FSD1
AT4G25100	AT4G25100.3	828613	6816.837601	1862.289901	1.872024941	8.90E-09	2.77E-05	FSD1
AT4G25100	AT4G25100.4	828613	7236.061676	1985.991787	1.865345048	1.25E-08	3.28E-05	FSD1
AT4G25100	AT4G25100.5	828613	6797.210688	1857.380146	1.871673723	9.05E-09	2.77E-05	FSD1
AT4G25434	AT4G25434.1	828648	200.3669373	122.0737558	0.714891394	0.034994006	1	NUDT10
AT4G25434	AT4G25434.2	828648	197.040805	118.3877376	0.73497477	0.032624787	1	NUDT10
AT4G25760	AT4G25760.1	828681	115.7596135	54.17208014	1.095510616	0.006941481	0.647583785	GDU2
AT4G25830	AT4G25830.1	828688	41.51353679	96.79664938	-1.22137526	3.71E-05	0.018407112	integral membrane
AT4G25850	AT4G25850.1	828691	39.99919235	19.43682967	1.041177949	0.037239414	1	ORP4B
AT4G25960	AT4G25960.1	828702	116.8394983	59.51808426	0.973128073	0.013601843	0.941549794	PGP2
AT4G26255	AT4G26255.1	5008165	0.469059488	2.169992409	-2.209847189	0.022836423	1	other RNA
AT4G27710	AT4G27710.1	828885	114.5052096	172.5191079	-0.591342924	0.031366283	1	CYP709B3
AT4G27740	AT4G27740.1	828888	24.26575405	38.40386579	-0.66232985	0.046165573	1	-
AT4G28410	AT4G28410.1	828958	189.1194518	383.8463063	-1.021231007	0.02307909	1	aminotransferase
AT4G28420	AT4G28420.1	828959	14.2545535	0.46450019	4.939599852	0.014026096	0.952331487	aminotransferase
AT4G28420	AT4G28420.2	828959	19.75752991	0.46450019	5.410579595	0.003857121	0.44724347	aminotransferase
AT4G28900	AT4G28900.1	3770549	138.8108146	271.0633877	-0.965510292	0.000357574	0.104312423	transposable element gene
AT4G29140	AT4G29140.1	829035	444.1143146	314.2370818	0.499077635	0.040980372	1	MATE efflux
AT4G29905	AT4G29905.1	829113	359.7640652	722.482476	-1.005911504	0.001057767	0.215095574	-
AT4G30060	AT4G30060.1	829129	747.8327564	1039.89468	-0.47564985	0.047682611	1	-
AT4G30180	AT4G30180.1	829141	31.88241083	57.60784838	-0.85350465	0.034595015	1	TF/ TF
AT4G30270	AT4G30270.1	829150	269.6559293	598.3229159	-1.149804563	0.021787043	1	SEN4
AT4G30670	AT4G30670.1	829190	172.793172	634.9389629	-1.877571701	0.020195229	1	-
AT4G31330	AT4G31330.1	829260	409.4694172	71.98989369	2.50788941	3.68E-06	0.003557111	-
AT4G31520	AT4G31520.1	829279	19.00418238	10.59701657	0.842658804	0.048391767	1	SDA1
AT4G31970	AT4G31970.1	829327	57.90410285	0	Inf	0.009727285	0.772237178	CYP82C2
AT4G32460	AT4G32460.1	829381	583.827287	1000.196412	-0.776669788	0.003840061	0.446674413	-
AT4G32460	AT4G32460.2	829381	550.1641488	953.0376953	-0.792671148	0.003920859	0.449801475	-
AT4G32950	AT4G32950.1	829432	10.75123834	0.353071155	4.928400068	1.25E-07	0.000222561	PP2C
AT4G33220	AT4G33220.1	829458	167.1691765	97.43616585	0.778779591	0.042905704	1	enzyme inhibitor/ pectinesterase
AT4G33420	AT4G33420.1	829479	1912.108243	1043.553694	0.873659362	0.00392813	0.449801475	peroxidase
AT4G33560	AT4G33560.1	829495	17.72776687	7.477512139	1.245380561	0.036503992	1	-
AT4G33740	AT4G33740.1	829516	367.4155336	519.0473672	-0.49845358	0.045817696	1	-
AT4G33740	AT4G33740.2	829516	367.5699213	519.1896443	-0.498242894	0.045874472	1	-
AT4G33740	AT4G33740.3	829516	366.9137859	532.4179988	-0.537118232	0.031741649	1	-
AT4G34131	AT4G34131.1	829559	415.0894439	285.1548229	0.54167681	0.023240611	1	UGT73B3
AT4G34135	AT4G34135.1	829560	501.5692288	280.5837278	0.838017498	0.00042452	0.111524812	UGT73B2
AT4G34135	AT4G34135.2	829560	471.5241421	263.3232047	0.840496978	0.000405406	0.109669092	UGT73B2
AT4G34250	AT4G34250.1	829574	41.4156029	16.93514435	1.290154106	0.001197873	0.228135777	KCS16
AT4G34530	AT4G34530.1	829604	143.5393423	78.69489316	0.867104294	0.004641962	0.507811251	CIB1
AT4G34650	AT4G34650.1	829617	35.35028428	55.4154597	-0.648566696	0.041785935	1	SQS2
AT4G34770	AT4G34770.1	829629	3.012000016	1.058602302	1.508561081	0.04576996	1	auxin-responsive
AT4G34930	AT4G34930.1	829645	32.62475473	64.10484756	-0.974466401	0.00887423	0.73632068	1-phosphatidylinositol phosphodiesterase
AT4G35180	AT4G35180.1	829671	30.57638521	7.281325675	2.070144815	0.045551424	1	LHT7
AT4G35190	AT4G35190.1	829672	30.3564263	15.96791548	0.92682597	0.045821288	1	-
AT4G35640	AT4G35640.1	829716	99.03132857	55.03444584	0.847550116	0.005227734	0.544350811	SERAT3;2
AT4G36220	AT4G36220.1	829779	273.1826377	651.8348681	-1.254640732	3.03E-05	0.015708857	FAH1
AT4G36570	AT4G36570.1	829809	23.14506442	8.172406404	1.501871724	0.005666759	0.573582541	ATRL3
AT4G36670	AT4G36670.1	829820	90.33808363	212.4739537	-1.233879784	0.028157514	1	mannitol transporter
